ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1106,Ty Whyte (C),RIT (Rochester Inst. of Tech.),27,2,2,4,0.15,26,-2
1107,Daniel Sambuco (F),University of Vermont,27,2,2,4,0.15,46,0
1108,Connor Marritt (F),University of Alaska-Anchorage,28,2,2,4,0.14,4,-4
1109,Kyle Aucoin (D),Harvard University,28,2,2,4,0.14,8,-3
1110,Luke Antonacci (D),University of Maine,30,2,2,4,0.13,6,10
1111,Andrew Strathmann (D),University of North Dakota,30,2,2,4,0.13,24,0
1112,Braden Rourke (RW),Robert Morris University,30,2,2,4,0.13,36,-6
1113,Will Troutwine (D),College of the Holy Cross,31,2,2,4,0.13,0,3
1114,Artyom Borshyov (D),Lindenwood University,32,2,2,4,0.13,14,6
1115,Nicholas Van Tassell (C),UMass,37,2,2,4,0.11,11,-10
1116,Nick Rhéaume (LW/C),Northeastern University,37,2,2,4,0.11,39,-16
1117,Rhys Bentham (D),Yale University,8,1,3,4,0.50,2,-1
1118,Nick Michel (F),University of Minnesota,10,1,3,4,0.40,17,5
1119,Michael Feenstra (D),Miami University (Ohio),13,1,3,4,0.31,16,-7
1120,Cayden Casey (F),St. Lawrence University,13,1,3,4,0.31,17,6
1121,Paul Minnehan (F),Sacred Heart University,14,1,3,4,0.29,2,0
1122,Brennan Nelson (F),Long Island University,16,1,3,4,0.25,26,1
1123,Warren Clark (D),St. Cloud State University,20,1,3,4,0.20,0,-2
1124,Garrett Sundquist (D),Sacred Heart University,20,1,3,4,0.20,2,8
1125,Christopher Lie (D),Ferris State University,20,1,3,4,0.20,6,-6
1126,Spencer Cox (D/C),Miami University (Ohio),20,1,3,4,0.20,19,-16
1127,Adam Zlnka (W/C),Bowling Green State University,21,1,3,4,0.19,12,6
1128,Jaedon Kerr (D),University of Notre Dame,22,1,3,4,0.18,6,2
1129,Alex Power (C),Quinnipiac University,23,1,3,4,0.17,0,0
1130,Drew Hockley (D),Quinnipiac University,23,1,3,4,0.17,6,3
1131,Nathan Rickey (D),University of Alaska-Fairbanks,24,1,3,4,0.17,6,1
1132,Drew Garzone (C),Princeton University,25,1,3,4,0.16,6,3
1133,Joe Palodichuk (D),University of Wisconsin,25,1,3,4,0.16,8,-7
1134,Joseph Messina (D),Union College,26,1,3,4,0.15,4,1
1135,Noah Ellis (D),University of Nebraska-Omaha,26,1,3,4,0.15,8,-10
1136,Nick Traggio (D),Brown University,26,1,3,4,0.15,10,3
1137,David Andreychuk (C/LW),Yale University,27,1,3,4,0.15,22,-19
1138,Carson Buydens (C),Princeton University,29,1,3,4,0.14,24,-5
1139,Ian Devlin (D),Princeton University,30,1,3,4,0.13,12,3
1140,Tyler Nasca (D),Mercyhurst University,31,1,3,4,0.13,4,-9
1141,Jimmy Jurcev (D),University of Notre Dame,31,1,3,4,0.13,10,-8
1142,Spencer Smith (C),Mercyhurst University,32,1,3,4,0.13,6,-13
1143,Joe Prouty (D),Lindenwood University,32,1,3,4,0.13,24,-8
1144,Jacob Slipec (F),University of Nebraska-Omaha,33,1,3,4,0.12,24,-10
1145,Rihards Simanovics (D),Miami University (Ohio),34,1,3,4,0.12,10,-15
1146,Jack Reimann (F),St. Cloud State University,35,1,3,4,0.11,18,-9
1147,Andy Moore (F),Northeastern University,36,1,3,4,0.11,10,-1
1148,Nico DeVita (D),Ferris State University,36,1,3,4,0.11,21,-2
1149,Brenden Olson (D),Minnesota State University (Mankato),37,1,3,4,0.11,8,5
1150,Connor Kelley (D),Providence College,37,1,3,4,0.11,24,4
1151,Shawn O'Donnell (F),Clarkson University,39,1,3,4,0.10,16,-3
1152,Rhys Chiddenton (LW),Bemidji State University,17,0,4,4,0.24,4,-2
1153,Jake Dunlap (F),Ohio State University,21,0,4,4,0.19,2,1
1154,Peter Kramer (F),Bentley University,22,0,4,4,0.18,8,2
1155,Bayard Hall (D),Yale University,27,0,4,4,0.15,12,-8
1156,Jon Bell (D),Army (U.S. Military Academy),27,0,4,4,0.15,14,-5
1157,Karl Falk (D),St. Cloud State University,28,0,4,4,0.14,6,-3
1158,Colby Enns (D),Merrimack College,30,0,4,4,0.13,10,-7
1159,Joe Gramer (D),University of Nebraska-Omaha,33,0,4,4,0.12,4,1
1160,Kevin Scott (D),RIT (Rochester Inst. of Tech.),35,0,4,4,0.11,14,-19
1161,Brady Ziemer (D),Augustana University,35,0,4,4,0.11,16,-5
1162,Kasper Vähärautio (D),Michigan Tech,36,0,4,4,0.11,2,-7
1163,Jack Phelan (D),University of Wisconsin,36,0,4,4,0.11,14,0
1164,Ty Murchison (D),Arizona State University,37,0,4,4,0.11,48,6
1165,Dean Bauchiero (W),Brown University,18,3,0,3,0.17,19,0
1166,Salvatore Guzzo (F),Harvard University,21,3,0,3,0.14,8,-3
1167,Rasmus Larsson (D),Northern Michigan University,29,3,0,3,0.10,14,-9
1168,Sutter Muzzatti (F),RPI (Rensselaer Polytech. Inst.),10,2,1,3,0.30,8,-7
1169,Hunter Andrew (F),Canisius College,16,2,1,3,0.19,6,2
1170,Alexander Lundman (RW/LW),Lindenwood University,17,2,1,3,0.18,6,-6
1171,Ryder Matter (F),Michigan Tech,19,2,1,3,0.16,4,-2
1172,Grant Docter (D),University of St. Thomas,25,2,1,3,0.12,4,-5
1173,Cameron O'Neill (RW),UMass,27,2,1,3,0.11,6,1
1174,Kai Greaves (D),Princeton University,29,2,1,3,0.10,2,-10
1175,Jake Higgins (D),Northeastern University,36,2,1,3,0.08,4,-3
1176,Girts Silkalns (F),UMass-Lowell,10,1,2,3,0.30,2,0
1177,Alexander Tell (C),University of St. Thomas,10,1,2,3,0.30,4,-3
1178,Braiden Clark (C),Providence College,16,1,2,3,0.19,2,4
1179,Sam Jacobs (F),Air Force Academy,17,1,2,3,0.18,2,1
1180,Mitchell Becker (D),UMass-Lowell,17,1,2,3,0.18,8,-5
1181,William Howard (F),Augustana University,18,1,2,3,0.17,6,-4
1182,Adam Parsons (F),University of Alaska-Anchorage,21,1,2,3,0.14,2,-5
1183,Jack Agnew (D),RPI (Rensselaer Polytech. Inst.),21,1,2,3,0.14,4,-5
1184,Ben Anderson (F),University of Alaska-Anchorage,21,1,2,3,0.14,41,-7
1185,Davis Goukler (D),University of Alaska-Anchorage,22,1,2,3,0.14,4,-4
1186,Jackson Nieuwendyk (F),Canisius College,22,1,2,3,0.14,6,-5
1187,Jayden Davis (C/LW),University of Notre Dame,22,1,2,3,0.14,8,-5
1188,Henry Bartle (F),Michigan Tech,22,1,2,3,0.14,8,-3
1189,Tanner Hartman (F),Brown University,23,1,2,3,0.13,6,2
1190,Thor Byfuglien (D),St. Cloud State University,24,1,2,3,0.13,4,-13
1191,Iisai Pesonen (C),Yale University,25,1,2,3,0.12,10,-5
1192,Johnny Wescoe (F),Niagara University,26,1,2,3,0.12,2,-4
1193,Adam Jeffery (LW),RIT (Rochester Inst. of Tech.),26,1,2,3,0.12,6,-11
1194,Jake Beaune (D),Mercyhurst University,26,1,2,3,0.12,36,-16
1195,Zach Michaelis (C),Northern Michigan University,27,1,2,3,0.11,0,-13
1196,Carson Dyck (F),Penn State University,28,1,2,3,0.11,0,-1
1197,Michael Cataldo (C),Brown University,28,1,2,3,0.11,4,1
1198,Braden Blace (D),Quinnipiac University,28,1,2,3,0.11,4,5
1199,Fyodor Nikolayenya (F),University of Alaska-Fairbanks,28,1,2,3,0.11,20,3
1200,Zane Demsey (D),Miami University (Ohio),28,1,2,3,0.11,40,-11
1201,Garrett Pinoniemi (C),University of Nebraska-Omaha,29,1,2,3,0.10,8,-5
1202,Josh Karnish (C/LW),Princeton University,29,1,2,3,0.10,19,-4
1203,Ryan Koering (D),Colorado College,30,1,2,3,0.10,2,-7
1204,Andrew Noel (D),Ferris State University,30,1,2,3,0.10,22,-13
1205,Gustavs Ozolins (D),RPI (Rensselaer Polytech. Inst.),31,1,2,3,0.10,2,-4
1206,Filip Sitar (C),University of Connecticut,31,1,2,3,0.10,2,-5
1207,Billy Renfrew (F),Northern Michigan University,31,1,2,3,0.10,2,-10
1208,Cole Miller (D),University of St. Thomas,31,1,2,3,0.10,10,1
1209,Benjamin Poitras (C),Northeastern University,31,1,2,3,0.10,26,-3
1210,Adam Pietila (F),University of Wisconsin,31,1,2,3,0.10,57,0
1211,Will Schimek (D),University of Alaska-Anchorage,32,1,2,3,0.09,27,-9
1212,Joey Musa (F),UMass,33,1,2,3,0.09,6,-7
1213,Blake Dangos (D),American International College,33,1,2,3,0.09,18,-7
1214,Brendan Fitzgerald (D),University of New Hampshire,33,1,2,3,0.09,24,3
1215,Griffin Erdman (F),Northeastern University,37,1,2,3,0.08,2,1
1216,Brady Cleveland (D),Colorado College,37,1,2,3,0.08,39,-3
1217,Leo Gruba (D),University of Minnesota,40,1,2,3,0.08,10,7
1218,A.J. Casperson (D),Long Island University,3,0,3,3,1.00,0,7
1219,Tory Lund (F),Bemidji State University,8,0,3,3,0.38,0,0
1220,Joe Schiller (D),Northern Michigan University,10,0,3,3,0.30,4,-6
1221,Weston Knox (D),University of Wisconsin,11,0,3,3,0.27,4,1
1222,Thomas Haynes (D),Robert Morris University,13,0,3,3,0.23,0,-1
1223,Austin Oravetz (D),Michigan State University,13,0,3,3,0.23,15,4
1224,Heath Armstrong (F),Long Island University,14,0,3,3,0.21,2,1
1225,Jakub Lewandowski (F),Northern Michigan University,17,0,3,3,0.18,4,-1
1226,Wilson Dahlheimer (F),Lake Superior State University,20,0,3,3,0.15,2,-7
1227,Jake Cady (C),Stonehill College,20,0,3,3,0.15,23,-7
1228,Michael Kadlecik (F),Air Force Academy,22,0,3,3,0.14,4,-6
1229,Trym Løkkeberg (C),Dartmouth College,22,0,3,3,0.14,6,2
1230,Maddox Fleming (RW/LW),University of Notre Dame,22,0,3,3,0.14,10,-3
1231,Jack Bar (D),Harvard University,25,0,3,3,0.12,25,0
1232,Nicolas Ardanaz (D),Northern Michigan University,26,0,3,3,0.12,6,-8
1233,Nicholas Fascia (D),Penn State University,27,0,3,3,0.11,13,-6
1234,John Whipple (D),University of Minnesota,29,0,3,3,0.10,6,4
1235,Mathieu Cobetto-Roy (F),RIT (Rochester Inst. of Tech.),29,0,3,3,0.10,12,-5
1236,Jack O'Brien (D),Cornell University,30,0,3,3,0.10,2,4
1237,Bo Cosman (F),UMass,30,0,3,3,0.10,10,4
1238,Duncan Ramsay (D),University of Vermont,32,0,3,3,0.09,6,-3
1239,Connor Welsh (F),College of the Holy Cross,33,0,3,3,0.09,8,-2
1240,Zachary Plucinski (D),University of Notre Dame,34,0,3,3,0.09,18,-9
1241,Owen West (D),Michigan State University,34,0,3,3,0.09,20,9
1242,Mason Reiners (D),St. Cloud State University,36,0,3,3,0.08,4,2
1243,Dean Letourneau (C/RW),Boston College,36,0,3,3,0.08,6,6
1244,Andrew Gilbert (D),Army (U.S. Military Academy),38,0,3,3,0.08,8,-8
1245,Anthony Cipollone (F),Quinnipiac University,38,0,3,3,0.08,9,-1
1246,Hunter Wallace (F),Merrimack College,6,2,0,2,0.33,0,2
1247,William Hallén (C/LW),Miami University (Ohio),9,2,0,2,0.22,4,-4
1248,Vann Yuhas (F),Merrimack College,16,2,0,2,0.13,21,-4
1249,Grayson Arnott (D),University of Maine,20,2,0,2,0.10,4,4
1250,Zackary Tonelli (F),Brown University,25,2,0,2,0.08,6,-1
1251,Stefan Owens (F),UMass-Lowell,26,2,0,2,0.08,0,-4
1252,Gustav Blom (D),RIT (Rochester Inst. of Tech.),26,2,0,2,0.08,8,-1
1253,Jaryd Sych (D),Mercyhurst University,30,2,0,2,0.07,12,-15
1254,Cody Schiavon (D),Canisius College,34,2,0,2,0.06,24,-5
1255,John Gormley (D),Long Island University,34,2,0,2,0.06,26,-3
1256,Caden Brown (C),Ohio State University,3,1,1,2,0.67,0,2
1257,Tanner Ludtke (C),University of Nebraska-Omaha,8,1,1,2,0.25,2,-1
1258,Luke Mylymok (W/C),Niagara University,10,1,1,2,0.20,2,-9
1259,Brandon Lajoie (LW),University of Alaska-Anchorage,11,1,1,2,0.18,0,-1
1260,Ben Troumbly (F),Augustana University,12,1,1,2,0.17,2,-3
1261,Theo Angesved (D),American International College,12,1,1,2,0.17,4,1
1262,Nicholas Wolfenberg (D),Cornell University,13,1,1,2,0.15,2,2
1263,Rylee Hlusiak (RW),Sacred Heart University,14,1,1,2,0.14,0,-1
1264,Ethan Benz (F),Union College,14,1,1,2,0.14,0,-2
1265,Hunter Hastings (F),Stonehill College,16,1,1,2,0.13,4,-4
1266,Pavol Funtek (D),University of Alaska-Anchorage,17,1,1,2,0.12,6,-2
1267,Blais Richartz (F),Michigan Tech,18,1,1,2,0.11,0,-4
1268,Ryan MacPherson (C),University of New Hampshire,18,1,1,2,0.11,2,1
1269,Ethan Warrener (D),University of Alaska-Anchorage,18,1,1,2,0.11,6,-5
1270,Finlay Williams (F),Minnesota State University (Mankato),19,1,1,2,0.11,2,1
1271,Luke Marshall (D),Canisius College,23,1,1,2,0.09,6,0
1272,Callum Gau (F),Augustana University,23,1,1,2,0.09,17,-6
1273,James Fisher (RW/C),Northeastern University,24,1,1,2,0.08,6,-3
1274,Brendan Wang (D),Princeton University,25,1,1,2,0.08,2,0
1275,Kade Turner (D),Ferris State University,25,1,1,2,0.08,4,-10
1276,Brendan Poshak (F),Northern Michigan University,25,1,1,2,0.08,4,-9
1277,Elan Bar-Lev-Wise (C),Yale University,25,1,1,2,0.08,8,-15
1278,Charlie Kinsman (D),University of Vermont,26,1,1,2,0.08,2,-4
1279,Jake Bernadet (F),St. Lawrence University,27,1,1,2,0.07,2,-15
1280,Evan Miller (C),RIT (Rochester Inst. of Tech.),28,1,1,2,0.07,8,-14
1281,Doug Scott (D),RIT (Rochester Inst. of Tech.),28,1,1,2,0.07,10,-15
1282,William Hughes (C),Harvard University,31,1,1,2,0.06,6,-7
1283,Carson Reed (D),University of Alaska-Fairbanks,31,1,1,2,0.06,10,-8
1284,Frankie Carogioiello (C),Miami University (Ohio),32,1,1,2,0.06,24,-12
1285,Quinton Pepper (RW),University of St. Thomas,34,1,1,2,0.06,4,-5
1286,Tyler Carpenter (F),University of Notre Dame,38,1,1,2,0.05,0,-14
1287,Owen Simpson (D),University of Connecticut,5,0,2,2,0.40,0,2
1288,Stephen Willey (LW),Army (U.S. Military Academy),6,0,2,2,0.33,0,0
1289,Thomas Jarman (D),Lindenwood University,8,0,2,2,0.25,2,0
1290,Alex Weiermair (C),University of Denver,9,0,2,2,0.22,0,3
1291,Ryan Forberg (C/RW),Lindenwood University,9,0,2,2,0.22,2,-2
1292,Cooper Haar (LW),Canisius College,9,0,2,2,0.22,4,0
1293,Brady Egan (C),Clarkson University,9,0,2,2,0.22,4,2
1294,Tim Lovell (D),University of Michigan,10,0,2,2,0.20,8,2
1295,Michael Young (F),Princeton University,11,0,2,2,0.18,0,-1
1296,Nathan King (D),Merrimack College,11,0,2,2,0.18,2,-2
1297,Sean Keohane (D),Harvard University,11,0,2,2,0.18,12,-3
1298,Tommy Lyons (F),Harvard University,13,0,2,2,0.15,0,0
1299,Noah Barlage (D),University of Alaska-Fairbanks,15,0,2,2,0.13,2,6
1300,Conner Brown (D),Ferris State University,16,0,2,2,0.13,4,-3
1301,Dean Schwenninger (C),Stonehill College,16,0,2,2,0.13,10,-5
1302,John-Paul Steele (D),University of Alaska-Anchorage,17,0,2,2,0.12,12,0
1303,Tobias Bjercke Larsen (D),American International College,18,0,2,2,0.11,10,-1
1304,Joshua Schenk (F),Dartmouth College,19,0,2,2,0.11,2,-2
1305,Matthew McGroarty (F),Quinnipiac University,20,0,2,2,0.10,2,-4
1306,Nolan Gagnon (D),University of Alaska-Anchorage,20,0,2,2,0.10,4,-1
1307,Leo Schwartz (D),Brown University,20,0,2,2,0.10,6,2
1308,Evan Orloff (D),St. Lawrence University,20,0,2,2,0.10,10,-1
1309,Tucker Ness (D),Arizona State University,21,0,2,2,0.10,6,1
1310,Carson Peters (D),University of St. Thomas,23,0,2,2,0.09,6,5
1311,Jack Page (D),Boston University,23,0,2,2,0.09,14,-2
1312,Brayden Morrison (C/LW),Miami University (Ohio),23,0,2,2,0.09,20,-9
1313,Nate Benoit (D),Quinnipiac University,24,0,2,2,0.08,4,1
1314,Sam Hall (D),St. Lawrence University,24,0,2,2,0.08,8,-9
1315,Ryder Donovan (C/RW),University of St. Thomas,24,0,2,2,0.08,24,-1
1316,David Helledy (D),Bentley University,25,0,2,2,0.08,6,-3
1317,Carter Rose (D),Clarkson University,25,0,2,2,0.08,10,3
1318,Christian Kocsis (LW),Mercyhurst University,25,0,2,2,0.08,10,-20
1319,Griffin Jurecki (LW),Michigan State University,26,0,2,2,0.08,0,-2
1320,A.J. Macaulay (D),Bemidji State University,28,0,2,2,0.07,4,-5
1321,Brehdan Engum (D),Boston University,30,0,2,2,0.07,8,7
1322,Mike Brown (D),Lake Superior State University,30,0,2,2,0.07,47,4
1323,J.R. Ashmead (D),Robert Morris University,33,0,2,2,0.06,14,-6
1324,Oskari Vuorio (C),Dartmouth College,4,1,0,1,0.25,0,2
1325,Mateo Dixon (C),University of Vermont,4,1,0,1,0.25,17,-4
1326,Kevin Marx Norén (RW/LW),RIT (Rochester Inst. of Tech.),5,1,0,1,0.20,0,-2
1327,Jude Brower (D),Army (U.S. Military Academy),6,1,0,1,0.17,0,-5
1328,Jonathan Ziskie (D),Niagara University,7,1,0,1,0.14,0,-1
1329,Luke Amell (D/F),Sacred Heart University,7,1,0,1,0.14,6,0
1330,Oliver Flynn (C),University of Connecticut,8,1,0,1,0.13,2,1
1331,Conor Ronayne (C),Stonehill College,9,1,0,1,0.11,0,-1
1332,Alexi Sylvestre (C/LW),Bemidji State University,9,1,0,1,0.11,0,-3
1333,Michael Citara (RW),Merrimack College,9,1,0,1,0.11,2,-1
1334,Davis Fry (F),Mercyhurst University,11,1,0,1,0.09,4,-3
1335,Niko Jovanovic (C/LW),University of Notre Dame,12,1,0,1,0.08,0,-6
1336,Thomas Daskas (F),University of Michigan,14,1,0,1,0.07,6,-4
1337,Dalton Andrew (RW),University of North Dakota,14,1,0,1,0.07,8,0
1338,Braedon Ford (F),Penn State University,14,1,0,1,0.07,15,-2
1339,Ethan Ullrick (F),Air Force Academy,15,1,0,1,0.07,0,-5
1340,Owen Ozar (F),Bowling Green State University,15,1,0,1,0.07,2,-2
1341,Doug Grimes (RW),Boston University,15,1,0,1,0.07,8,-4
1342,Tucker Hartmann (D),Yale University,16,1,0,1,0.06,2,1
1343,Devon Carlstrom (D),Stonehill College,17,1,0,1,0.06,4,-5
1344,Lynden Grandberg (F),Brown University,20,1,0,1,0.05,4,3
1345,Jack Babbage (D),University of New Hampshire,20,1,0,1,0.05,6,-5
1346,Anthony Calafiore (RW),University of Maine,21,1,0,1,0.05,4,1
1347,Gentry Shamburger (F),Boston College,21,1,0,1,0.05,10,1
1348,John Emmons (C/LW),Miami University (Ohio),21,1,0,1,0.05,29,-14
1349,Riley Stuart (F),Colorado College,21,1,0,1,0.05,36,-7
1350,Ben LeFranc (D),College of the Holy Cross,22,1,0,1,0.05,2,-3
1351,Connor Smith (F),Union College,22,1,0,1,0.05,6,-5
1352,Will Diamond (F),Northern Michigan University,22,1,0,1,0.05,21,-4
1353,Philip Fankl (C),Michigan Tech,23,1,0,1,0.04,0,-4
1354,Jacob Dirks (F),Ferris State University,23,1,0,1,0.04,2,-8
1355,Connor Gourley (F),Robert Morris University,23,1,0,1,0.04,20,-7
1356,Ryan Rosborough (F),St. Cloud State University,28,1,0,1,0.04,4,-7
1357,Eli Sebastian (C),Northeastern University,33,1,0,1,0.03,0,-15
1358,Bennett Zmolek (D),University of North Dakota,1,0,1,1,1.00,0,0
1359,Nick Ahern (LW),University of Vermont,3,0,1,1,0.33,0,-1
1360,Cole Helm (F),Arizona State University,3,0,1,1,0.33,2,1
1361,Thomas Gangl (D),Robert Morris University,4,0,1,1,0.25,0,1
1362,Jack Rogers (F),St. Cloud State University,4,0,1,1,0.25,2,-1
1363,Mario Gasparini (D),University of Vermont,6,0,1,1,0.17,0,-1
1364,Jimmy Rayhill (D),Cornell University,6,0,1,1,0.17,0,0
1365,Coltan Wilkie (F),Lindenwood University,6,0,1,1,0.17,0,-1
1366,Aiden Gallacher (D),University of Nebraska-Omaha,6,0,1,1,0.17,2,0
1367,Nick Strom (D),RPI (Rensselaer Polytech. Inst.),6,0,1,1,0.17,2,0
1368,Charlie Strobel (C),Colorado College,6,0,1,1,0.17,6,3
1369,Tom Richter (F),Union College,7,0,1,1,0.14,0,0
1370,Thomas Manty (F),Brown University,7,0,1,1,0.14,0,0
1371,Edward Moskowitz (LW),College of the Holy Cross,7,0,1,1,0.14,0,0
1372,JD Metz (F/D),University of St. Thomas,7,0,1,1,0.14,2,0
1373,Douglas Andersson (LW),American International College,8,0,1,1,0.13,2,-3
1374,Joseph Blackley (D),Yale University,9,0,1,1,0.11,0,-2
1375,Vitaly Levyy (F),Sacred Heart University,9,0,1,1,0.11,2,0
1376,Nathan Mackie (F),Michigan State University,9,0,1,1,0.11,6,-1
1377,Alexander Tertyshny (D),Stonehill College,9,0,1,1,0.11,7,-5
1378,Bobby Metz (D),Colgate University,10,0,1,1,0.10,0,1
1379,Christian Humphreys (RW/C),University of Michigan,10,0,1,1,0.10,0,-2
1380,Jack Pascucci (D),University of Connecticut,10,0,1,1,0.10,4,2
1381,Trenton Penner (F),University of Alaska-Fairbanks,10,0,1,1,0.10,4,-2
1382,Artur Turansky (LW),Miami University (Ohio),11,0,1,1,0.09,0,-6
1383,Jack Hewitt (D),Brown University,12,0,1,1,0.08,2,-2
1384,Adam O'Marra (C),Robert Morris University,13,0,1,1,0.08,0,-3
1385,Brody Maguire (D),RPI (Rensselaer Polytech. Inst.),13,0,1,1,0.08,8,-3
1386,Andrew King (F),Brown University,14,0,1,1,0.07,0,1
1387,Dylan Godbout (F),Ohio State University,14,0,1,1,0.07,2,-2
1388,Ryan Buckley (D),College of the Holy Cross,14,0,1,1,0.07,4,3
1389,Trevor Mitchell (D),Northern Michigan University,14,0,1,1,0.07,6,-8
1390,Jarrod Smith (F),College of the Holy Cross,14,0,1,1,0.07,8,1
1391,Tyler Dunbar (D),Colorado College,14,0,1,1,0.07,21,1
1392,Anthony Messuri (F),Northeastern University,15,0,1,1,0.07,0,4
1393,Luke Bast (D),University of Minnesota-Duluth,15,0,1,1,0.07,2,-5
1394,Lane Brockhoff (D),Niagara University,15,0,1,1,0.07,4,0
1395,Daniel Buchbinder (D),UMass-Lowell,15,0,1,1,0.07,4,-1
1396,Jack Malinski (D),University of Vermont,15,0,1,1,0.07,6,1
1397,Jack Collins (F),UMass-Lowell,16,0,1,1,0.06,0,2
1398,Isaiah Norlin (D),University of Nebraska-Omaha,16,0,1,1,0.06,2,-2
1399,Dominic Foglia (D),Colgate University,16,0,1,1,0.06,4,5
1400,Adam Barone (D),Lake Superior State University,17,0,1,1,0.06,4,-6
1401,Alexander Servagno (F),Penn State University,17,0,1,1,0.06,4,0
1402,Ivan Korodiuk (D),Bowling Green State University,17,0,1,1,0.06,4,0
1403,Josh Phillips (D),Union College,18,0,1,1,0.06,2,-2
1404,Luke Roelofs (D),Bemidji State University,18,0,1,1,0.06,6,-6
1405,Jacob Vockler (F),Lindenwood University,19,0,1,1,0.05,4,-5
1406,Colby Browne (F),Northern Michigan University,19,0,1,1,0.05,6,-6
1407,Colin Grable (D),Dartmouth College,19,0,1,1,0.05,8,1
1408,Cameron Mannion (D),Stonehill College,20,0,1,1,0.05,2,-1
1409,Garrett Valk (D),Long Island University,20,0,1,1,0.05,2,3
1410,Kaden Muir (D),Mercyhurst University,21,0,1,1,0.05,16,-16
1411,Billy Norcross (C/RW),Northeastern University,22,0,1,1,0.05,2,-1
1412,Cal Mell (D),Union College,24,0,1,1,0.04,6,-2
1413,Tucker McRae (D),Dartmouth College,26,0,1,1,0.04,6,-10
1414,Mike Murtagh (F),University of Connecticut,28,0,1,1,0.04,4,-7
1415,Grayden Daul (D),Northern Michigan University,28,0,1,1,0.04,16,-5
1416,Ryan Williams (D),RIT (Rochester Inst. of Tech.),29,0,1,1,0.03,8,-10
1417,Finn Loftus (D),UMass,31,0,1,1,0.03,4,3
1418,EJ Emery (D),University of North Dakota,31,0,1,1,0.03,40,3
1419,Aiden Yakimchuk (D),Lindenwood University,32,0,1,1,0.03,4,-5
1420,Jack Henry (D),Northeastern University,32,0,1,1,0.03,6,-9
1421,Cameron Kungle (D),Merrimack College,32,0,1,1,0.03,12,-4
1422,Hunter Hady (D),University of Michigan,32,0,1,1,0.03,35,-2
1423,Jake Peterson (D),Air Force Academy,36,0,1,1,0.03,2,-2
1424,Seth Constance (D),Northeastern University,36,0,1,1,0.03,4,-4
1425,Tory Pitner (D),University of Denver,40,0,1,1,0.03,21,3
1426,Peter Frates (D),Harvard University,0,0,0,0,0.00,0,0
1427,Jack Cronin (RW),Princeton University,0,0,0,0,0.00,0,0
1428,Brendan Kennette (D),Sacred Heart University,0,0,0,0,0.00,0,0
1429,Michael Salandra (F),Quinnipiac University,0,0,0,0,0.00,0,0
1430,Mateo Picozzi (D),Mercyhurst University,0,0,0,0,0.00,0,0
1431,Harry Meirowitz (D),Brown University,0,0,0,0,0.00,0,0
1432,Liam Hansson (C/D),Air Force Academy,0,0,0,0,0.00,0,0
1433,Lucas Coon (F),Air Force Academy,0,0,0,0,0.00,0,0
1434,Bauer Swift (D),University of Connecticut,0,0,0,0,0.00,0,0
1435,Michael Bevilacqua (D),Bowling Green State University,0,0,0,0,0.00,0,0
1436,Roc Truman (F),UMass-Lowell,0,0,0,0,0.00,0,0
1437,David Hejduk (D),Harvard University,0,0,0,0,0.00,0,0
1438,Mathieu Bourgault (LW),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1439,Ryan Kusler (F),Western Michigan University,0,0,0,0,0.00,0,0
1440,Geno McEnery (RW),Providence College,0,0,0,0,0.00,0,0
1441,Luke Devlin (C),Cornell University,0,0,0,0,0.00,0,0
1442,Eli Pilosof (C),Union College,0,0,0,0,0.00,0,0
1443,Danylo Korzhyletskyi (F),American International College,0,0,0,0,0.00,0,0
1444,Brian Morse (D),University of Maine,0,0,0,0,0.00,0,0
1445,Winter Wallace (RW),Cornell University,0,0,0,0,0.00,0,0
1446,Cooper Boulanger (F),Air Force Academy,0,0,0,0,0.00,0,0
1447,Owen Desilets (D),Dartmouth College,0,0,0,0,0.00,0,0
1448,Jackson Reineke (RW/LW),Robert Morris University,0,0,0,0,0.00,0,0
1449,Jack Richard (F),Merrimack College,0,0,0,0,0.00,0,0
1450,Tommy Bannister (F),Mercyhurst University,0,0,0,0,0.00,0,0
1451,Mark Hillier (F),Merrimack College,0,0,0,0,0.00,0,0
1452,Will McDonough (C),Harvard University,0,0,0,0,0.00,0,0
1453,Connor Brown (F),Western Michigan University,0,0,0,0,0.00,0,0
1454,Paul Davey (LW),Boston College,0,0,0,0,0.00,0,0
1455,Kevin Fitzgerald (D),University of Connecticut,0,0,0,0,0.00,0,0
1456,Charlie Lieberman (D),UMass,0,0,0,0,0.00,0,0
1457,Nick Baer (D),Colorado College,0,0,0,0,0.00,0,0
1458,Max Rud (D),University of Minnesota,0,0,0,0,0.00,0,0
1459,Kaden Nelson (F),Michigan State University,0,0,0,0,0.00,0,0
1460,Sam Rice (F),Minnesota State University (Mankato),0,0,0,0,0.00,0,0
1461,Samo Meritähti (D),Providence College,0,0,0,0,0.00,0,0
1462,Andrew Kuzma (C),Penn State University,0,0,0,0,0.00,0,0
1463,Marc Lund (F),Northeastern University,0,0,0,0,0.00,0,0
1464,Jordan Tonelli (C/LW),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1465,Cole Craft (RW),Lake Superior State University,0,0,0,0,0.00,0,0
