ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1100,William Magnuson (D),Bemidji State University,32,0,5,5,0.16,16,3
1101,Austin Oravetz (D),Michigan State University,33,0,5,5,0.15,15,8
1102,Tucker McIntosh (D),St. Lawrence University,34,0,5,5,0.15,12,-2
1103,Joseph Pierce (D),University of Minnesota-Duluth,35,0,5,5,0.14,12,-1
1104,Luke Antonacci (D),University of Maine,37,0,5,5,0.14,10,16
1105,Ty Gallagher (D),Boston University,37,0,5,5,0.14,14,3
1106,Connor Mayer (D),Colorado College,37,0,5,5,0.14,24,11
1107,Steve Holtz (D),University of Michigan,38,0,5,5,0.13,35,9
1108,Chase Stevenson (F),Merrimack College,15,4,0,4,0.27,10,-8
1109,Cole Kodsi (LW),Union College,16,3,1,4,0.25,8,-11
1110,Brayden Nicholetts (F),University of Alaska-Fairbanks,17,3,1,4,0.24,10,2
1111,Tim Piechowski (RW),University of St. Thomas,20,3,1,4,0.20,4,-7
1112,Drew Vieten (F),Niagara University,21,3,1,4,0.19,21,7
1113,Matthew Allen (C),Stonehill College,22,3,1,4,0.18,25,-24
1114,Brenden Olson (D),Minnesota State University (Mankato),23,3,1,4,0.17,10,-4
1115,Nick Traggio (D),Brown University,26,3,1,4,0.15,12,2
1116,Josh Karnish (C/LW),Princeton University,27,3,1,4,0.15,28,-13
1117,Cade DeStefani (C),Lindenwood University,9,2,2,4,0.44,6,1
1118,Matt Thomson (LW),Bentley University,12,2,2,4,0.33,8,0
1119,Jack Blanchett (D),Lake Superior State University,12,2,2,4,0.33,8,2
1120,Aaron Grounds (F),Long Island University,13,2,2,4,0.31,18,-4
1121,Theo Angesved (D),American International College,15,2,2,4,0.27,2,-3
1122,Jack Budd (D),Canisius College,15,2,2,4,0.27,6,-5
1123,Charlie Banquier (D),Stonehill College,16,2,2,4,0.25,28,-14
1124,Nicholas Niemo (F),University of Maine,17,2,2,4,0.24,4,-1
1125,Cole Craft (RW),Lake Superior State University,17,2,2,4,0.24,4,-1
1126,Reilly Funk (C),Northern Michigan University,17,2,2,4,0.24,10,-5
1127,Nick Portz (F),St. Cloud State University,17,2,2,4,0.24,14,-2
1128,Mateo Dixon (C),University of Vermont,18,2,2,4,0.22,2,1
1129,Luke van Why (D),Robert Morris University,18,2,2,4,0.22,8,4
1130,Anthony Calafiore (RW),University of Maine,19,2,2,4,0.21,0,-4
1131,Jérémie Payant (C),RPI (Rensselaer Polytech. Inst.),19,2,2,4,0.21,10,-1
1132,JD Metz (F/D),University of St. Thomas,24,2,2,4,0.17,0,0
1133,Jake Black (F),University of Connecticut,24,2,2,4,0.17,2,-2
1134,Austin Fraser (F),Lindenwood University,24,2,2,4,0.17,30,-5
1135,Drew Cooper (D),Ferris State University,25,2,2,4,0.16,4,-4
1136,Xavier Alexandre Jean-Louis (D),University of Alaska-Fairbanks,26,2,2,4,0.15,20,6
1137,Gunnar Thoreson (C),St. Lawrence University,27,2,2,4,0.15,2,5
1138,Kalen Szeto (F),Yale University,27,2,2,4,0.15,23,-9
1139,Logan Acheson (D),Bemidji State University,28,2,2,4,0.14,4,0
1140,Connor Gregga (F),Minnesota State University (Mankato),28,2,2,4,0.14,8,-4
1141,Joe Berg (F),Princeton University,30,2,2,4,0.13,6,-13
1142,Jacob Slipec (F),University of Nebraska-Omaha,30,2,2,4,0.13,6,1
1143,Riley Bodnarchuk (D),University of Minnesota-Duluth,30,2,2,4,0.13,6,3
1144,Riley Wallack (F),Long Island University,30,2,2,4,0.13,8,-7
1145,Nicholas Rexine (C),Colgate University,31,2,2,4,0.13,4,-7
1146,Matt Staudacher (D),Northeastern University,31,2,2,4,0.13,8,-9
1147,Lauri Raiman (C/W),Michigan Tech,32,2,2,4,0.13,4,-13
1148,Linden Alger (D),UMass,35,2,2,4,0.11,4,5
1149,Bobby Metz (D),Colgate University,36,2,2,4,0.11,2,10
1150,Altti Nykänen (F),RPI (Rensselaer Polytech. Inst.),7,1,3,4,0.57,0,4
1151,Casper Söderling (D),American International College,12,1,3,4,0.33,2,-4
1152,Mike Van Unen (D),Northern Michigan University,17,1,3,4,0.24,8,-3
1153,Kieran Ruscheinski (D),Lindenwood University,17,1,3,4,0.24,15,2
1154,Coltan Wilkie (F),Lindenwood University,17,1,3,4,0.24,24,-1
1155,Blake Dangos (D),Sacred Heart University,19,1,3,4,0.21,16,-4
1156,Adam Arvedson (D),Merrimack College,21,1,3,4,0.19,2,-1
1157,Joseph Messina (D),Union College,22,1,3,4,0.18,10,4
1158,Alex Gomez (C/W),University of Alaska-Anchorage,23,1,3,4,0.17,6,-6
1159,Mark Cooper (D),UMass-Lowell,23,1,3,4,0.17,6,0
1160,Holden Doell (F),Ferris State University,24,1,3,4,0.17,12,-6
1161,Owen Mehlenbacher (C),University of Wisconsin,26,1,3,4,0.15,8,4
1162,Zane Demsey (D),Miami University (Ohio),26,1,3,4,0.15,25,-2
1163,Aron Jessli (LW),Niagara University,28,1,3,4,0.14,0,-11
1164,Logan Ritchie (F),St. Lawrence University,28,1,3,4,0.14,4,-13
1165,Colby Enns (D),Northern Michigan University,28,1,3,4,0.14,4,2
1166,Connor McGrath (C),Ferris State University,28,1,3,4,0.14,6,-10
1167,Liam Gorman (C),UMass,28,1,3,4,0.14,17,2
1168,Henry Wagner (LW),Yale University,30,1,3,4,0.13,10,-5
1169,Alex Peterson (F),UMass-Lowell,30,1,3,4,0.13,16,-10
1170,Ryan Sorkin (F),Dartmouth College,31,1,3,4,0.13,32,-10
1171,Jack Perbix (RW/D),Northern Michigan University,31,1,3,4,0.13,35,-8
1172,T.J. Schweighardt (D),UMass-Lowell,33,1,3,4,0.12,8,-10
1173,Andrew Noel (D),Ferris State University,35,1,3,4,0.11,4,-2
1174,Campbell Cichosz (D),Minnesota State University (Mankato),36,1,3,4,0.11,8,1
1175,Garrett Valk (D),Long Island University,36,1,3,4,0.11,14,0
1176,John Gormley (D),Long Island University,37,1,3,4,0.11,61,8
1177,Brandon Lajoie (LW),University of Alaska-Anchorage,7,0,4,4,0.57,2,2
1178,Garrett Brown (D),University of Denver,8,0,4,4,0.50,14,6
1179,Tony Malinowski (D),Minnesota State University (Mankato),13,0,4,4,0.31,4,2
1180,Hunter Jones (F),American International College,15,0,4,4,0.27,4,1
1181,Luke Farthing (D),Canisius College,15,0,4,4,0.27,6,2
1182,Jude Brower (D),Army (U.S. Military Academy),15,0,4,4,0.27,7,-2
1183,Michael Feenstra (D),Miami University (Ohio),18,0,4,4,0.22,2,0
1184,Joshua Niedermayer (D),Arizona State University,19,0,4,4,0.21,2,1
1185,Owen Desilets (D),Dartmouth College,22,0,4,4,0.18,4,1
1186,Wyatt Schingoethe (C),Western Michigan University,24,0,4,4,0.17,2,4
1187,Billy Norcross (C/RW),Northeastern University,26,0,4,4,0.15,4,-1
1188,Jakob Stender (D),Minnesota State University (Mankato),27,0,4,4,0.15,4,1
1189,Jacob Bauer (D),Western Michigan University,27,0,4,4,0.15,8,0
1190,Pat Lawn (D),Bentley University,28,0,4,4,0.14,29,1
1191,Salvatore Guzzo (F),Harvard University,29,0,4,4,0.14,10,-10
1192,Bryan Huggins (D),Lake Superior State University,30,0,4,4,0.13,6,-4
1193,Alexander Tertyshny (D),Stonehill College,30,0,4,4,0.13,16,-23
1194,Jayden Sison (RW),Princeton University,30,0,4,4,0.13,19,-5
1195,Connor Sweeney (F),University of New Hampshire,32,0,4,4,0.13,8,-2
1196,Michael Hodge (F),College of the Holy Cross,33,0,4,4,0.12,18,2
1197,Mitch Andres (D),Robert Morris University,33,0,4,4,0.12,35,-13
1198,Brehdan Engum (D),UMass-Lowell,34,0,4,4,0.12,39,-8
1199,Zachary Plucinski (D),University of Notre Dame,36,0,4,4,0.11,41,5
1200,Tyler Williams (C),Lake Superior State University,21,3,0,3,0.14,6,-9
1201,Cole Gordon (F),Arizona State University,30,3,0,3,0.10,23,4
1202,Dustyn McFaul (D),Clarkson University,35,3,0,3,0.09,24,-8
1203,Dominic Schimizzi (F),Robert Morris University,16,2,1,3,0.19,10,-3
1204,Thomas Manty (F),Brown University,18,2,1,3,0.17,4,-5
1205,Robert Kincaid (D),Canisius College,18,2,1,3,0.17,4,-3
1206,Grayson Dietrich (C/LW),American International College,19,2,1,3,0.16,18,-1
1207,Jayden Davis (C/LW),University of Notre Dame,21,2,1,3,0.14,19,-2
1208,Carson Buydens (C),Princeton University,22,2,1,3,0.14,12,-10
1209,Doug Grimes (RW),Boston University,23,2,1,3,0.13,2,3
1210,Max Wattvil (D),Merrimack College,24,2,1,3,0.13,14,2
1211,Michael Cataldo (C),Brown University,26,2,1,3,0.12,8,-11
1212,Carson Albrecht (RW),University of North Dakota,26,2,1,3,0.12,8,-1
1213,Mitchell Digby (D),Air Force Academy,27,2,1,3,0.11,11,-8
1214,Charlie Strobel (C),University of Minnesota,29,2,1,3,0.10,17,1
1215,George Grannis (F),Clarkson University,30,2,1,3,0.10,12,-4
1216,Robby Drazner (D),Miami University (Ohio),33,2,1,3,0.09,12,-12
1217,Viking Gustafsson Nyberg (D),Northern Michigan University,33,2,1,3,0.09,24,0
1218,Sasha Teleguine (F),Lake Superior State University,34,2,1,3,0.09,29,-6
1219,Blake Mesenburg (C/LW),Miami University (Ohio),36,2,1,3,0.08,16,-10
1220,Robby Newton (F),Colgate University,36,2,1,3,0.08,25,-7
1221,Devin Phillips (F),College of the Holy Cross,5,1,2,3,0.60,2,1
1222,Hunter Longhi (LW),American International College,8,1,2,3,0.38,0,1
1223,Dawson Good (F),University of Vermont,9,1,2,3,0.33,2,3
1224,Cameron Gendron (F),University of New Hampshire,10,1,2,3,0.30,2,2
1225,Hudson Lambert (D),Canisius College,13,1,2,3,0.23,6,-5
1226,Xan Gurney (D),Long Island University,13,1,2,3,0.23,36,4
1227,Adam Schankula (F),Bowling Green State University,14,1,2,3,0.21,0,0
1228,David Posma (D),Niagara University,15,1,2,3,0.20,2,-4
1229,Nicolas Ardanaz (D),RPI (Rensselaer Polytech. Inst.),18,1,2,3,0.17,6,-9
1230,Ryan Davies (D),Stonehill College,19,1,2,3,0.16,2,-18
1231,Chase Cheslock (D),University of St. Thomas,19,1,2,3,0.16,6,-3
1232,Riley Stuart (F),Colorado College,19,1,2,3,0.16,11,-4
1233,Conor Lovett (F),University of New Hampshire,20,1,2,3,0.15,0,0
1234,Easton Zueger (D),Army (U.S. Military Academy),21,1,2,3,0.14,4,-7
1235,Ivan Zivlak (D),Merrimack College,24,1,2,3,0.13,4,-13
1236,Davis Goukler (D),University of Alaska-Anchorage,24,1,2,3,0.13,6,13
1237,Ryan Hopkins (D),University of Maine,24,1,2,3,0.13,8,0
1238,Mitchel Deelstra (LW/C),Northern Michigan University,25,1,2,3,0.12,8,-2
1239,Jack Reimann (F),St. Cloud State University,25,1,2,3,0.12,12,-5
1240,Kyler Kleven (C),University of Minnesota-Duluth,25,1,2,3,0.12,13,0
1241,Luke Johnson (LW/C),University of Minnesota-Duluth,26,1,2,3,0.12,12,-3
1242,Ryan Drkulec (F),Harvard University,27,1,2,3,0.11,6,-7
1243,Lachlan Getz (D),Michigan Tech,28,1,2,3,0.11,8,-3
1244,Lucas Kanta (LW),Army (U.S. Military Academy),28,1,2,3,0.11,8,-4
1245,Broten Sabo (D),University of Alaska-Fairbanks,28,1,2,3,0.11,10,7
1246,Elan Bar-Lev-Wise (C),Yale University,28,1,2,3,0.11,30,0
1247,Ryan Gordon (C),Ohio State University,30,1,2,3,0.10,4,-3
1248,Zackary Tonelli (F),Brown University,30,1,2,3,0.10,6,-11
1249,Matthew Morden (D),Harvard University,32,1,2,3,0.09,12,-6
1250,Luca Münzenberger (D),University of Vermont,32,1,2,3,0.09,51,2
1251,Garrett Pinoniemi (C),University of Minnesota,35,1,2,3,0.09,2,-4
1252,Zach Michaelis (C),Northern Michigan University,9,0,3,3,0.33,2,-1
1253,Austen Swankler (C),Michigan Tech,10,0,3,3,0.30,10,-4
1254,Tony Achille (F),Arizona State University,12,0,3,3,0.25,7,1
1255,Michael Abgrall (C),University of Nebraska-Omaha,12,0,3,3,0.25,10,2
1256,Sebastian Törnqvist (D),UMass,14,0,3,3,0.21,8,1
1257,Peter Kramer (F),Bentley University,16,0,3,3,0.19,13,-1
1258,Brendan Clark (F),Brown University,16,0,3,3,0.19,14,-4
1259,Andrew Centrella (D),Providence College,18,0,3,3,0.17,0,5
1260,Conor Cole (C),University of Alaska-Anchorage,20,0,3,3,0.15,14,-7
1261,Joey Potter (D),Union College,21,0,3,3,0.14,4,-1
1262,Noah Ellis (D),University of Nebraska-Omaha,21,0,3,3,0.14,6,-5
1263,Owen Nolan (D),Army (U.S. Military Academy),21,0,3,3,0.14,16,-2
1264,Nolan Hayes (D),Northeastern University,22,0,3,3,0.14,0,-1
1265,Cole Crusberg-Roseen (D),Western Michigan University,22,0,3,3,0.14,10,6
1266,Oliver Moberg (RW),Clarkson University,24,0,3,3,0.13,2,-5
1267,Clint Levens (C),Providence College,24,0,3,3,0.13,31,-1
1268,Mason Reiners (D),St. Cloud State University,26,0,3,3,0.12,4,6
1269,Brenden Rons (D),Lindenwood University,27,0,3,3,0.11,18,-7
1270,Sean Vlasich (D),Army (U.S. Military Academy),28,0,3,3,0.11,6,-10
1271,Kevin Scott (D),RIT (Rochester Inst. of Tech.),29,0,3,3,0.10,19,3
1272,Will Arquiett (F),St. Lawrence University,30,0,3,3,0.10,12,-5
1273,Warren Clark (D),St. Cloud State University,31,0,3,3,0.10,8,-6
1274,Grant Anderson (D),Sacred Heart University,34,0,3,3,0.09,11,-5
1275,Devon Carlstrom (D),Stonehill College,35,0,3,3,0.09,10,-30
1276,Tobias Abrahamsson (D),University of St. Thomas,37,0,3,3,0.08,0,1
1277,Carson Peters (D),University of St. Thomas,37,0,3,3,0.08,22,0
1278,Brody Gagno (D),College of the Holy Cross,38,0,3,3,0.08,14,4
1279,Carl Fish (D),University of Minnesota,38,0,3,3,0.08,15,8
1280,Frankie Carogioiello (C),Miami University (Ohio),4,2,0,2,0.50,0,0
1281,Andrew Garby (D),Army (U.S. Military Academy),10,2,0,2,0.20,2,-3
1282,Brendan Dumas (F),Sacred Heart University,12,2,0,2,0.17,18,-2
1283,Kolby Amici (F),Bentley University,14,2,0,2,0.14,6,-2
1284,Nick Marciano (D),Princeton University,22,2,0,2,0.09,6,-5
1285,Chikara Hanzawa (RW),Sacred Heart University,28,2,0,2,0.07,6,-6
1286,Cameron Ricotta (LW),Mercyhurst University,5,1,1,2,0.40,0,2
1287,Patriks Marcinkevics (LW),Michigan Tech,5,1,1,2,0.40,4,-2
1288,Griffin Jurecki (LW),Michigan State University,6,1,1,2,0.33,0,0
1289,Michael Young (F),Princeton University,7,1,1,2,0.29,2,-1
1290,Owen Baker (RW),Michigan State University,7,1,1,2,0.29,15,0
1291,Jakub Lewandowski (F),Bemidji State University,9,1,1,2,0.22,4,-3
1292,Viktor Hurtig (D),Michigan State University,9,1,1,2,0.22,6,1
1293,Matthew Boczar (F),Robert Morris University,11,1,1,2,0.18,0,-3
1294,Jojo Tanaka-Campbell (F),Yale University,11,1,1,2,0.18,2,-4
1295,Adam Jeffery (LW),RIT (Rochester Inst. of Tech.),11,1,1,2,0.18,4,5
1296,Trevor Smith (C),Army (U.S. Military Academy),12,1,1,2,0.17,2,-13
1297,Beanie Richter (F),Yale University,14,1,1,2,0.14,0,-7
1298,Evan Orr (D),Michigan Tech,14,1,1,2,0.14,2,-1
1299,Jacob Marti (F),Air Force Academy,15,1,1,2,0.13,21,-3
1300,Dane Montgomery (D/RW),University of North Dakota,16,1,1,2,0.13,0,1
1301,Parker Lindauer (F),University of Maine,16,1,1,2,0.13,23,1
1302,Alexander Krause (F),Dartmouth College,18,1,1,2,0.11,15,0
1303,David Sacco (RW),Merrimack College,18,1,1,2,0.11,23,2
1304,Dominic Vidoli (D),University of Nebraska-Omaha,19,1,1,2,0.11,6,3
1305,Stephen Willey (LW),Army (U.S. Military Academy),20,1,1,2,0.10,0,-7
1306,Casey Aman (D),Penn State University,20,1,1,2,0.10,2,2
1307,Levi Stauber (F),Michigan Tech,20,1,1,2,0.10,4,1
1308,Nolan Fitzpatrick (F),Stonehill College,20,1,1,2,0.10,15,-7
1309,Teddy Lagerback (LW),Miami University (Ohio),22,1,1,2,0.09,12,-5
1310,Xavier Henry (D),University of Vermont,22,1,1,2,0.09,22,0
1311,Dylan Finlay (D),University of Alaska-Anchorage,23,1,1,2,0.09,4,-8
1312,Christian Gorscak (F),Niagara University,23,1,1,2,0.09,4,-2
1313,Oliver Flynn (C),University of Connecticut,23,1,1,2,0.09,6,-6
1314,Winter Wallace (RW),Cornell University,24,1,1,2,0.08,12,-2
1315,Nicholas Van Tassell (C),UMass,24,1,1,2,0.08,19,-4
1316,Talon Sigurdson (F),Clarkson University,25,1,1,2,0.08,10,-4
1317,Jack Lyons (D),Canisius College,26,1,1,2,0.08,10,-5
1318,Michael Fisher (D),Northeastern University,29,1,1,2,0.07,14,-9
1319,Chase Pletzke (C),University of Michigan,30,1,1,2,0.07,0,3
1320,Gentry Shamburger (F),Boston College,30,1,1,2,0.07,8,-4
1321,Lucas Matta (D),RPI (Rensselaer Polytech. Inst.),32,1,1,2,0.06,12,-12
1322,John Mittelstadt (F),University of Minnesota,33,1,1,2,0.06,6,0
1323,Stefan Owens (F),UMass-Lowell,34,1,1,2,0.06,2,-6
1324,Mick Frechette (D),Boston University,7,0,2,2,0.29,2,2
1325,Evan Miller (C),RIT (Rochester Inst. of Tech.),10,0,2,2,0.20,4,-1
1326,Brady Hunter (C),Merrimack College,11,0,2,2,0.18,2,-1
1327,Tanyon Bajzer (RW),Miami University (Ohio),13,0,2,2,0.15,0,-4
1328,Tyson Jugnauth (D),University of Wisconsin,13,0,2,2,0.15,8,-2
1329,Cade Alami (D),Arizona State University,14,0,2,2,0.14,16,-2
1330,Christian Sanda (F),UMass,15,0,2,2,0.13,4,-4
1331,Will Troutwine (D),College of the Holy Cross,18,0,2,2,0.11,2,5
1332,Girts Silkalns (F),UMass-Lowell,18,0,2,2,0.11,6,-3
1333,Tucker Ness (D),Arizona State University,18,0,2,2,0.11,60,1
1334,Cole Galata (F),Sacred Heart University,20,0,2,2,0.10,4,-8
1335,Will Svenddal (D),Augustana University,20,0,2,2,0.10,8,-4
1336,Tyler DesRochers (D),Mercyhurst University,21,0,2,2,0.10,10,-9
1337,Noah Wakeford (F),Brown University,23,0,2,2,0.09,8,-3
1338,Rylee Hlusiak (RW),Sacred Heart University,25,0,2,2,0.08,10,-6
1339,Brenden MacLaren (F),Ferris State University,27,0,2,2,0.07,11,-15
1340,Sean Kilcullen (D),UMass-Lowell,27,0,2,2,0.07,25,-9
1341,Carson Dyck (F),Penn State University,30,0,2,2,0.07,16,-7
1342,Jake Boltmann (D),University of Notre Dame,30,0,2,2,0.07,22,-2
1343,Karl Falk (D),St. Cloud State University,33,0,2,2,0.06,6,-7
1344,Liam Lesakowski (D),University of Maine,34,0,2,2,0.06,36,0
1345,Elliott McDermott (D),UMass,35,0,2,2,0.06,14,1
1346,Dylan Robbins (F),Sacred Heart University,35,0,2,2,0.06,16,-8
1347,Peter Muzyka (D),Long Island University,35,0,2,2,0.06,70,2
1348,Kasper Vähärautio (D),Michigan Tech,37,0,2,2,0.05,12,5
1349,Nicolas Petruolo (D),College of the Holy Cross,37,0,2,2,0.05,39,6
1350,Roc Truman (F),UMass-Lowell,2,1,0,1,0.50,0,-1
1351,Tom Richter (F),Union College,2,1,0,1,0.50,0,1
1352,John Larkin (D),Ohio State University,3,1,0,1,0.33,2,2
1353,Filip Wiberg (C/W),University of Alaska-Fairbanks,3,1,0,1,0.33,4,0
1354,Ryder Donovan (C/RW),University of St. Thomas,3,1,0,1,0.33,4,2
1355,Cameron Recchi (C/LW),University of St. Thomas,5,1,0,1,0.20,2,-3
1356,Danny Weight (C),Colorado College,6,1,0,1,0.17,0,-2
1357,Shane LaVelle (F),Lindenwood University,7,1,0,1,0.14,2,0
1358,Christian MacDougall (F),Canisius College,7,1,0,1,0.14,4,0
1359,Jason Siedem (F),University of New Hampshire,8,1,0,1,0.13,0,-2
1360,Garrett Sundquist (D),Sacred Heart University,9,1,0,1,0.11,2,-3
1361,Wyatt Schlaht (F),Brown University,10,1,0,1,0.10,0,-2
1362,Andrew Amousse (C),American International College,10,1,0,1,0.10,4,-1
1363,Mario Gasparini (D),University of Vermont,11,1,0,1,0.09,4,-4
1364,Will Hilfiker (D),University of Alaska-Fairbanks,12,1,0,1,0.08,15,6
1365,Braden Doyle (D),Northeastern University,13,1,0,1,0.08,0,-3
1366,Matt Hubbarde (C),Providence College,13,1,0,1,0.08,2,3
1367,Ethan Harrison (F),Bentley University,13,1,0,1,0.08,2,2
1368,Ben Brunette (D),UMass-Lowell,13,1,0,1,0.08,4,1
1369,Ryan King (C/LW),Stonehill College,13,1,0,1,0.08,10,-6
1370,Daniel Sambuco (F),University of Vermont,13,1,0,1,0.08,12,-2
1371,Carter Rose (D),Clarkson University,15,1,0,1,0.07,4,0
1372,Adam Cardona (D),UMass-Lowell,15,1,0,1,0.07,8,1
1373,Kevin Anderson (F),Princeton University,17,1,0,1,0.06,4,-5
1374,Tyler Dunbar (D),Colorado College,17,1,0,1,0.06,8,1
1375,Noah Quinn (F),Bemidji State University,18,1,0,1,0.06,10,-3
1376,Jase Sofo (D),University of St. Thomas,18,1,0,1,0.06,14,-2
1377,Dean Bauchiero (W),Brown University,21,1,0,1,0.05,6,-8
1378,Tanner Rowe (F),University of Michigan,25,1,0,1,0.04,24,-3
1379,Trym Løkkeberg (C),Dartmouth College,31,1,0,1,0.03,8,-5
1380,Dominic James (C/LW),University of Minnesota-Duluth,2,0,1,1,0.50,0,0
1381,Bo Cosman (F),UMass,3,0,1,1,0.33,0,0
1382,Cole Burtch (LW),Western Michigan University,3,0,1,1,0.33,4,0
1383,Charlie Lurie (F),University of Nebraska-Omaha,4,0,1,1,0.25,2,0
1384,Derek Pys (D),University of Alaska-Fairbanks,4,0,1,1,0.25,17,1
1385,Jonathan Horn (F),UMass-Lowell,5,0,1,1,0.20,0,-1
1386,Anthony Mollica (D),St. Lawrence University,5,0,1,1,0.20,0,-2
1387,Brady Bjork (LW/RW),University of Notre Dame,5,0,1,1,0.20,2,1
1388,Timothy Heinke (RW),Quinnipiac University,6,0,1,1,0.17,0,1
1389,Jacob Napier (D),Western Michigan University,6,0,1,1,0.17,2,0
1390,Braidan Simmons-Fischer (D),University of St. Thomas,6,0,1,1,0.17,6,-1
1391,Cole Helm (F),Arizona State University,6,0,1,1,0.17,17,1
1392,Matthew Romer (F),Arizona State University,7,0,1,1,0.14,0,1
1393,Akseli Pennanen (F),American International College,7,0,1,1,0.14,0,-1
1394,Kyler Kovich (LW),Cornell University,7,0,1,1,0.14,2,1
1395,Jake Lammens (D),St. Lawrence University,7,0,1,1,0.14,4,-5
1396,Sean James (LW),Mercyhurst University,8,0,1,1,0.13,0,-1
1397,Kyle Aucoin (D),Harvard University,8,0,1,1,0.13,6,-4
1398,Heath Armstrong (F),Long Island University,9,0,1,1,0.11,0,5
1399,Rowan Miller (F),University of Alaska-Anchorage,10,0,1,1,0.10,4,-3
1400,Tucker Hartmann (D),Yale University,10,0,1,1,0.10,6,-1
1401,Shawn O'Donnell (F),UMass-Lowell,10,0,1,1,0.10,6,-1
1402,Matthew Brille (F),Brown University,11,0,1,1,0.09,0,-1
1403,Marian Mosko (D),Cornell University,11,0,1,1,0.09,0,3
1404,Max Ruoho (D),Niagara University,11,0,1,1,0.09,2,-5
1405,Max Osborne (D),University of Alaska-Anchorage,11,0,1,1,0.09,4,1
1406,Ben Anderson (F),University of Alaska-Anchorage,11,0,1,1,0.09,14,0
1407,A.J. Casperson (D),Long Island University,12,0,1,1,0.08,2,2
1408,Caden Lewandowski (D),Clarkson University,12,0,1,1,0.08,4,-2
1409,Nikita Borodayenko (F),Merrimack College,12,0,1,1,0.08,4,-1
1410,Ian Devlin (D),Princeton University,12,0,1,1,0.08,8,0
1411,Gabe Blanchard (D),UMass-Lowell,12,0,1,1,0.08,19,-1
1412,Tyler Young (RW),Merrimack College,12,0,1,1,0.08,25,-4
1413,Connor Welsh (F),College of the Holy Cross,13,0,1,1,0.08,4,1
1414,Cam Mitchell (LW),University of Nebraska-Omaha,13,0,1,1,0.08,4,0
1415,Tanner Main (D),Bentley University,13,0,1,1,0.08,10,-3
1416,Carter Belitski (F),University of Alaska-Anchorage,14,0,1,1,0.07,2,-1
1417,Alex Konovalov (F),Princeton University,14,0,1,1,0.07,2,-2
1418,Jake Ratzlaff (D),University of St. Thomas,14,0,1,1,0.07,2,-3
1419,Owen Simpson (D),University of Connecticut,14,0,1,1,0.07,4,2
1420,Charlie Spence (D),College of the Holy Cross,14,0,1,1,0.07,4,-3
1421,Jaedon Leslie (F),Niagara University,14,0,1,1,0.07,8,-7
1422,Eric Huss (F),Army (U.S. Military Academy),15,0,1,1,0.07,4,0
1423,Finn Brown (LW),RPI (Rensselaer Polytech. Inst.),16,0,1,1,0.06,0,-1
1424,Nicholas Kent (D),Mercyhurst University,16,0,1,1,0.06,4,-6
1425,Jakob Peterson (D),Northern Michigan University,18,0,1,1,0.06,2,-3
1426,Brady Egan (C),Clarkson University,18,0,1,1,0.06,2,-2
1427,Cam Collins (F),Stonehill College,18,0,1,1,0.06,2,-13
1428,Jordan Venegoni (F),Lake Superior State University,18,0,1,1,0.06,8,-3
1429,Christian Jimenez (D),Harvard University,18,0,1,1,0.06,12,-9
1430,Nate Benoit (D),University of North Dakota,19,0,1,1,0.05,4,-1
1431,Nicholas O'Hanisain (D),Bowling Green State University,20,0,1,1,0.05,9,-1
1432,Tyrell Boucher (D),Northern Michigan University,21,0,1,1,0.05,4,-4
1433,Ben Schultheis (D),Ferris State University,21,0,1,1,0.05,6,-8
1434,Nathan Sullivan (F),RPI (Rensselaer Polytech. Inst.),21,0,1,1,0.05,10,-10
1435,Thomas Gangl (D),Robert Morris University,22,0,1,1,0.05,6,4
1436,Jeff Hutchinson (D),Augustana University,22,0,1,1,0.05,6,0
1437,David Hejduk (D),Harvard University,22,0,1,1,0.05,8,-4
1438,Jack Blake (D),Bowling Green State University,23,0,1,1,0.04,4,-4
1439,Tyler Nasca (D),Mercyhurst University,24,0,1,1,0.04,6,-4
1440,Josh Waters (F),Dartmouth College,24,0,1,1,0.04,16,-4
1441,Jake Martin (D),Quinnipiac University,25,0,1,1,0.04,0,3
1442,Brendan Wang (D),Princeton University,25,0,1,1,0.04,8,-13
1443,Owen Forester (D),Yale University,25,0,1,1,0.04,38,-4
1444,Duncan Ramsay (D),University of Vermont,26,0,1,1,0.04,6,0
1445,Brayden Morrison (C/LW),Miami University (Ohio),26,0,1,1,0.04,6,-5
1446,Cam Knuble (F),Western Michigan University,28,0,1,1,0.04,4,0
1447,Kieran O'Hearn (D),Yale University,29,0,1,1,0.03,36,-10
1448,Trevor LeDonne (D),Robert Morris University,29,0,1,1,0.03,43,-2
1449,Caleb Huffman (D),University of Alaska-Anchorage,30,0,1,1,0.03,57,-7
1450,Andy Moore (F),Northeastern University,31,0,1,1,0.03,12,2
1451,Henry Nelson (D),University of Notre Dame,31,0,1,1,0.03,42,-2
1452,Eli Sebastian (C),Northeastern University,32,0,1,1,0.03,2,-12
1453,Mark D'Agostino (F),University of Connecticut,0,0,0,0,0.00,0,0
1454,Cameron Moger (D),Michigan Tech,0,0,0,0,0.00,0,0
1455,Tim Delay (RW),Boston College,0,0,0,0,0.00,0,0
1456,Paul Davey (LW),Boston College,0,0,0,0,0.00,0,0
1457,Jacob Conrad (D),Lake Superior State University,0,0,0,0,0.00,0,0
1458,Owen Fowler (LW),UMass-Lowell,0,0,0,0,0.00,0,0
