ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1,Jack Dugan (LW/RW),Providence College,34,10,42,52,1.53,64,13
2,Jordan Kawaguchi (C),University of North Dakota,33,15,30,45,1.36,8,21
3,Marc Michaelis (LW/C),Minnesota State University (Mankato),31,20,24,44,1.42,8,20
4,Tyce Thompson (RW/C),Providence College,34,19,25,44,1.29,29,8
5,Nick Abruzzese (LW/C),Harvard University,31,14,30,44,1.42,4,8
6,David Farrance (D),Boston University,34,14,29,43,1.26,20,6
7,Alex Newhook (C/LW),Boston College,34,19,23,42,1.24,8,28
8,Julius Mattila (C),Boston College,34,10,32,42,1.24,10,21
9,Mitchell Fossier (LW),University of Maine,34,10,32,42,1.24,12,16
10,James Sanchez (LW),Arizona State University,36,10,30,40,1.11,24,7
11,Scott Perunovich (D),University of Minnesota-Duluth,34,6,34,40,1.18,64,18
12,Griffin Loughran (F),Northern Michigan University,37,23,16,39,1.05,93,9
13,Jack Drury (C),Harvard University,28,20,19,39,1.39,16,9
14,David Cotton (C),Boston College,32,15,24,39,1.22,46,15
15,Johnny Walker (RW),Arizona State University,36,20,18,38,1.06,22,12
16,Nate Sucese (LW),Penn State University,34,11,27,38,1.12,16,8
17,Odeen Tufto (C),Quinnipiac University,34,7,31,38,1.12,10,8
18,John Leonard (LW/RW),UMass,33,27,10,37,1.12,8,17
19,Jason Cotton (C),Sacred Heart University,34,20,17,37,1.09,14,20
20,Tyler Madden (C),Northeastern University,27,19,18,37,1.37,34,4
21,Patrick Harper (C/LW),Boston University,32,14,23,37,1.16,6,11
22,Tim Doherty (C/LW),University of Maine,34,14,23,37,1.09,32,14
23,Parker Tuomie (RW),Minnesota State University (Mankato),37,14,23,37,1.00,16,13
24,Brinson Pasichnuk (D),Arizona State University,36,11,26,37,1.03,18,4
25,Cole Caufield (LW/RW),University of Wisconsin,36,19,17,36,1.00,6,-3
26,Gordie Green (C/RW),Miami University (Ohio),34,14,22,36,1.06,26,0
27,Casey Dornbach (C/W),Harvard University,31,12,24,36,1.16,2,9
28,Trevor Zegras (C/W),Boston University,33,11,25,36,1.09,43,8
29,Max Humitz (C/LW),Lake Superior State University,41,22,13,35,0.85,62,3
30,Hugh McGing (LW/C),Western Michigan University,35,13,22,35,1.00,52,18
31,Mathias Emilio Pettersen (C/LW),University of Denver,36,13,22,35,0.97,16,-1
32,Alec Rauhauser (D),Bowling Green State University,38,11,24,35,0.92,40,11
33,Adam Brady (C/LW),Bemidji State University,37,19,15,34,0.92,2,0
34,Owen Sillinger (C/LW),Bemidji State University,37,14,20,34,0.92,36,11
35,Evan Barratt (C/LW),Penn State University,34,12,22,34,1.00,28,12
36,Connor Ford (C),Bowling Green State University,36,12,22,34,0.94,16,-1
37,Tanner Laczynski (C),Ohio State University,36,11,23,34,0.94,22,9
38,Brandon Kruse (LW),Bowling Green State University,38,9,25,34,0.89,24,1
39,Drew O'Connor (LW/RW),Dartmouth College,31,21,12,33,1.06,42,3
40,Logan Hutsko (RW/C),Boston College,30,19,14,33,1.10,16,17
41,Cole Koepke (LW/RW/RW),University of Minnesota-Duluth,34,16,17,33,0.97,16,14
42,Patrick Khodorenko (C),Michigan State University,36,16,17,33,0.92,20,0
43,Noah Cates (LW),University of Minnesota-Duluth,34,14,19,33,0.97,35,7
44,Steven Jandric (LW),University of Alaska-Fairbanks,35,13,20,33,0.94,47,4
45,Mike Lee (D),Sacred Heart University,33,5,28,33,1.00,20,22
46,Patrick Curry (C/LW),Boston University,34,19,13,32,0.94,28,10
47,Nick Hutchison (C/LW),Canisius College,31,18,14,32,1.03,49,3
48,Austin McIlmurray (RW),Sacred Heart University,34,18,14,32,0.94,6,4
49,Matt Hoover (LW),Canisius College,36,15,17,32,0.89,60,-3
50,Morgan Barron (C/W),Cornell University,29,14,18,32,1.10,24,17
51,Haralds Egle (C/RW),Clarkson University,32,14,18,32,1.00,22,9
52,Alex Limoges (LW/C),Penn State University,30,11,21,32,1.07,8,11
53,Josh Maniscalco (D),Arizona State University,36,11,21,32,0.89,38,12
54,Ian Mitchell (D),University of Denver,36,10,22,32,0.89,16,7
55,Chris Wilkie (RW/LW),Colorado College,34,23,8,31,0.91,36,-9
56,Carson Meyer (RW/LW),Ohio State University,35,17,14,31,0.89,26,8
57,Darien Craighead (RW/C),Northern Michigan University,36,15,16,31,0.86,33,0
58,Jake Slaker (C),University of Michigan,33,14,17,31,0.94,14,8
59,Zach Solow (C/RW),Northeastern University,34,13,18,31,0.91,34,2
60,Karch Bachman (LW/C),Miami University (Ohio),34,10,21,31,0.91,18,3
61,Casey Gilling (C),Miami University (Ohio),34,9,22,31,0.91,28,-3
62,Jack Rathbone (D),Harvard University,28,7,24,31,1.11,16,0
63,Lucas Sowder (LW),Minnesota State University (Mankato),31,6,25,31,1.00,4,15
64,Ryan Shea (D),Northeastern University,34,5,26,31,0.91,10,0
65,Jakov Novak (LW/C),Bentley University,35,16,14,30,0.86,84,3
66,Matt Tugnutt (LW/C),Sacred Heart University,31,14,16,30,0.97,17,21
67,Eduards Tralmaks (W/C),University of Maine,34,14,16,30,0.88,13,10
68,Jonathan Desbiens (LW),Bentley University,35,13,17,30,0.86,20,-1
69,Charlie Gerard (C/RW),Minnesota State University (Mankato),37,13,17,30,0.81,18,17
70,Nick Halloran (RW),Colorado College,33,12,18,30,0.91,12,-8
71,Sammy Walker (C/RW),University of Minnesota,37,11,19,30,0.81,33,-8
72,Cole Hults (D),Penn State University,34,8,22,30,0.88,18,23
73,Brett Stapley (C),University of Denver,35,5,25,30,0.86,41,15
74,Shawn Cameron (LW/RW),RIT (Rochester Inst. of Tech.),36,18,11,29,0.81,16,5
75,Mitchell Chaffee (RW),UMass,30,16,13,29,0.97,16,16
76,Dawson DiPietro (LW),Western Michigan University,35,12,17,29,0.83,46,4
77,Aaron Miller (F),Bemidji State University,36,12,17,29,0.81,61,7
78,Anthony Rinaldi (LW/RW),Union College,37,9,20,29,0.78,12,0
79,Devin Brosseau (C/RW),Clarkson University,28,8,21,29,1.04,20,8
80,Max Gildon (D),University of New Hampshire,34,7,22,29,0.85,40,-2
81,Matt Kiersted (D),University of North Dakota,33,6,23,29,0.88,50,22
82,Shane Pinto (C),University of North Dakota,33,16,12,28,0.85,46,19
83,Westin Michaud (LW/C),University of North Dakota,35,16,12,28,0.80,14,19
84,Vincent De Mey (F),Northern Michigan University,38,15,13,28,0.74,14,-7
85,Cole Guttman (C/RW),University of Denver,35,14,14,28,0.80,22,2
86,Collin Adams (LW/C),University of North Dakota,35,12,16,28,0.80,18,25
87,Ashton Calder (F),Lake Superior State University,41,12,16,28,0.68,20,4
88,Blake Christensen (LW),American International College,34,11,17,28,0.82,12,2
89,Nick Prkusic (F),Robert Morris University,34,11,17,28,0.82,28,0
90,Alex Steeves (LW/C),University of Notre Dame,36,11,17,28,0.78,10,6
91,Martin Mellberg (RW),American International College,34,9,19,28,0.82,19,8
92,Ben Freeman (RW/C),University of Connecticut,33,7,21,28,0.85,0,5
93,Wyatt Kalynuk (D),University of Wisconsin,36,7,21,28,0.78,24,-5
94,Braeden Tuck (F),Sacred Heart University,34,5,23,28,0.82,2,16
95,Michael Callahan (D),Providence College,34,5,23,28,0.82,20,1
96,Liam Finlay (RW/C),University of Denver,36,5,23,28,0.78,28,8
97,Adam Brubacher (D),RIT (Rochester Inst. of Tech.),36,4,24,28,0.78,29,12
98,Cameron Wright (RW),Bowling Green State University,38,20,7,27,0.71,22,1
99,Curtis Hall (C),Yale University,28,17,10,27,0.96,39,14
100,Taylor Ward (RW),University of Nebraska-Omaha,32,16,11,27,0.84,42,-3
101,Alec Broetzman (LW),Michigan Tech,39,16,11,27,0.69,23,6
102,Greg Printz (LW/RW),Providence College,34,15,12,27,0.79,21,8
103,Tyler Irvine (RW),Merrimack College,32,13,14,27,0.84,12,-9
104,Josh Dunne (C/LW),Clarkson University,32,13,14,27,0.84,30,9
105,Cam Morrison (LW),University of Notre Dame,37,13,14,27,0.73,8,10
106,Jack Billings (RW),Niagara University,34,12,15,27,0.79,8,12
107,Easton Brodzinski (RW/LW),St. Cloud State University,34,12,15,27,0.79,37,-17
108,Kevin Conley (LW/C),University of Nebraska-Omaha,36,12,15,27,0.75,29,1
109,Trenton Bliss (LW/C),Michigan Tech,39,12,15,27,0.69,35,4
110,Will Graber (C),Dartmouth College,26,11,16,27,1.04,30,-6
111,Aidan McDonough (LW/RW),Northeastern University,31,11,16,27,0.87,10,-4
112,Alex Barber (F),Bowling Green State University,38,11,16,27,0.71,26,-6
113,Marc Johnstone (RW/LW),Sacred Heart University,34,9,18,27,0.79,14,8
114,Nathan Smith (C),Minnesota State University (Mankato),35,9,18,27,0.77,37,10
115,Max Newton (C/RW),University of Alaska-Fairbanks,36,9,18,27,0.75,43,3
116,Brannon McManus (C/RW),University of Minnesota,37,9,18,27,0.73,10,10
117,Reilly Walsh (D),Harvard University,30,8,19,27,0.90,8,5
118,Joseph Nardi (C/LW),Northern Michigan University,38,8,19,27,0.71,12,17
119,Louis Boudon (C),Lake Superior State University,40,6,21,27,0.68,22,7
120,Quinn Preston (F),Ohio State University,34,15,11,26,0.76,35,4
121,Nick Swaney (RW),University of Minnesota-Duluth,31,12,14,26,0.84,4,8
122,Gustaf Westlund (C/W),Ohio State University,34,12,14,26,0.76,43,9
123,Austin Rueschhoff (F),Western Michigan University,36,12,14,26,0.72,24,9
124,Pierre-Luc Veillette (C),Lake Superior State University,41,12,14,26,0.63,4,3
125,Ben Meyers (C/LW),University of Minnesota,37,10,16,26,0.70,8,7
126,Alex Turcotte (C/LW),University of Wisconsin,29,9,17,26,0.90,20,-10
127,Matt Boldy (LW/RW),Boston College,34,9,17,26,0.76,8,16
128,Brady Tomlak (C),Air Force Academy,35,9,17,26,0.74,37,10
129,Jake Hamacher (LW),RIT (Rochester Inst. of Tech.),36,9,17,26,0.72,0,0
130,Brenden Locke (C),Cornell University,29,8,18,26,0.90,4,20
131,Zach Tsekos (C),Clarkson University,34,8,18,26,0.76,8,3
132,Nick Poehling (C/LW),St. Cloud State University,34,8,18,26,0.76,28,0
133,Matt Stief (D),Canisius College,36,3,23,26,0.72,8,-6
134,Wyatt Bongiovanni (C/LW),Quinnipiac University,34,15,10,25,0.74,36,9
135,Roman Ahcan (LW/C),University of Wisconsin,33,14,11,25,0.76,43,7
136,Justin Richards (C),University of Minnesota-Duluth,34,14,11,25,0.74,14,14
137,Mike Hardman (W/C),Boston College,34,12,13,25,0.74,10,21
138,Quin Foreman (RW),Dartmouth College,31,11,14,25,0.81,16,-8
139,Liam Folkes (C),Penn State University,33,11,14,25,0.76,6,14
140,Brandon Biro (C/LW),Penn State University,25,10,15,25,1.00,8,7
141,Julian Napravnik (RW),Minnesota State University (Mankato),35,9,16,25,0.71,8,17
142,Dallas Gerads (C/LW),Minnesota State University (Mankato),33,8,17,25,0.76,30,19
143,Jacob Bernard-Docker (D),University of North Dakota,32,7,18,25,0.78,12,21
144,Jack Ahcan (D),St. Cloud State University,33,7,18,25,0.76,48,-8
145,Max Johnson (C),Bowling Green State University,34,6,19,25,0.74,8,3
146,Philip Beaulieu (D),Northern Michigan University,38,6,19,25,0.66,32,7
147,Brennan Kapcheck (D),American International College,33,2,23,25,0.76,61,11
148,Willie Knierim (RW),Arizona State University,36,15,9,24,0.67,51,12
149,Justin Pearson (LW),Yale University,31,14,10,24,0.77,16,10
150,Alex Whelan (RW),Quinnipiac University,29,13,11,24,0.83,10,16
151,Patrick Grasso (RW),University of New Hampshire,34,13,11,24,0.71,8,-5
152,Reggie Lutz (RW),Minnesota State University (Mankato),38,13,11,24,0.63,12,16
153,Carter Turnbull (RW/C),University of Connecticut,31,12,12,24,0.77,8,13
154,Bobby Brink (RW),University of Denver,28,11,13,24,0.86,12,1
155,Aapeli Räsänen (C),Boston College,34,11,13,24,0.71,14,14
156,Matt Gosiewski (C),Bentley University,35,10,14,24,0.69,2,3
157,Ty Pelton-Byce (F),University of Wisconsin,32,9,15,24,0.75,6,2
158,Jordan Kaplan (RW/C),Sacred Heart University,34,9,15,24,0.71,12,6
159,Elijah Gonsalves (RW/C),RIT (Rochester Inst. of Tech.),35,9,15,24,0.69,37,-2
160,Caleb Moretz (RW/C),RIT (Rochester Inst. of Tech.),36,9,15,24,0.67,24,5
161,Blake McLaughlin (LW/C),University of Minnesota,37,8,16,24,0.65,34,-2
162,Sam Hentges (C/LW),St. Cloud State University,28,7,17,24,0.86,20,-9
163,Connor Mackey (D),Minnesota State University (Mankato),36,7,17,24,0.67,29,23
164,Matt Baker (C),Dartmouth College,31,6,18,24,0.77,32,8
165,Matt Brown (LW/RW),UMass-Lowell,33,6,18,24,0.73,10,0
166,Hampus Eriksson (C/W),Lake Superior State University,41,6,18,24,0.59,18,3
167,Ioannis Kaldis (D),Cornell University,29,5,19,24,0.83,4,13
168,Tanner Palocsik (D),Dartmouth College,31,5,19,24,0.77,12,2
169,Elias Rosén (D),Bemidji State University,35,5,19,24,0.69,10,7
170,Scott Reedy (C),University of Minnesota,35,15,8,23,0.66,12,5
171,Will Calverley (C),RIT (Rochester Inst. of Tech.),32,13,10,23,0.72,20,1
172,Tobias Fladeby (LW/RW),American International College,32,12,11,23,0.72,14,5
173,Carl Berglund (C/LW),UMass-Lowell,34,12,11,23,0.68,12,12
174,Vladislav Firstov (LW),University of Connecticut,34,11,12,23,0.68,31,14
175,Wade Allison (RW/LW),Western Michigan University,26,10,13,23,0.88,17,11
176,Dominic Franco (RW/C),Army (U.S. Military Academy),33,10,13,23,0.70,40,5
177,Derek Daschke (D),Miami University (Ohio),34,10,13,23,0.68,18,0
178,Neil Robinson (LW),College of the Holy Cross,36,10,13,23,0.64,14,-5
179,William Lockwood (RW),University of Michigan,33,9,14,23,0.70,18,10
180,Mike O'Leary (C),University of Notre Dame,37,9,14,23,0.62,20,-2
181,Jackson Cates (C/LW),University of Minnesota-Duluth,29,8,15,23,0.79,6,4
182,Tyler Welsh (C/RW),Yale University,32,8,15,23,0.72,14,9
183,Jáchym Kondelík (C/W),University of Connecticut,34,8,15,23,0.68,25,6
184,Austin Magera (C),Sacred Heart University,34,8,15,23,0.68,26,6
185,Zac Risteau (C/LW),St. Lawrence University,34,7,16,23,0.68,10,-15
186,Chase Zieky (RW/LW),RPI (Rensselaer Polytech. Inst.),34,7,16,23,0.68,12,4
187,Alex Smith (D/RW),Michigan Tech,39,7,16,23,0.59,20,12
188,Charlie Kelleher (RW),University of New Hampshire,29,6,17,23,0.79,10,2
189,Luke Santerno (F),Bentley University,36,6,17,23,0.64,39,-2
190,Zac Jones (D),UMass,32,3,20,23,0.72,24,12
191,Zachary Mirageas (D),Air Force Academy,36,3,20,23,0.64,41,-18
192,Angus Crookshank (LW/RW),University of New Hampshire,34,16,6,22,0.65,39,-4
193,Hugo Reinhardt (C),American International College,34,13,9,22,0.65,40,2
194,Alexandre Payusov (RW),University of Connecticut,33,12,10,22,0.67,20,6
195,Brian Halonen (LW/RW),Michigan Tech,39,12,10,22,0.56,22,4
196,Chase Gresock (F),Merrimack College,28,11,11,22,0.79,10,-17
197,Ben Sokay (C),Niagara University,33,11,11,22,0.67,6,12
198,Andre Ghantous (RW/LW),Northern Michigan University,36,11,11,22,0.61,16,6
199,Brendan Hamblet (F),Bentley University,36,11,11,22,0.61,32,3
200,John Farinacci (C/RW),Harvard University,31,10,12,22,0.71,21,5
201,Tristan Mullin (C/LW),Cornell University,29,9,13,22,0.76,22,7
202,Matt Filipe (C/LW),Northeastern University,30,9,13,22,0.73,24,4
203,Parker Ford (C/RW),Providence College,31,9,13,22,0.71,22,14
204,Will Reilly (D),RPI (Rensselaer Polytech. Inst.),34,8,14,22,0.65,12,14
205,Dennis Cesana (D),Michigan State University,36,7,15,22,0.61,28,-1
206,Gabriel Seger (LW/C),Union College,37,7,15,22,0.59,8,-1
207,Logan Ferguson (RW),College of the Holy Cross,37,7,15,22,0.59,35,-5
208,Jackson Cressey (F),Princeton University,31,6,16,22,0.71,36,0
209,Chris Jandric (D),University of Alaska-Fairbanks,35,5,17,22,0.63,40,-6
210,Declan Carlile (D),Merrimack College,34,4,18,22,0.65,22,-10
211,Linus Weissbach (LW),University of Wisconsin,35,4,18,22,0.63,25,-8
212,Tyler Weiss (LW/C),University of Nebraska-Omaha,35,4,18,22,0.63,27,-2
213,Wyatt Newpower (D),University of Connecticut,34,3,19,22,0.65,20,23
214,Jake Willets (D),Ferris State University,35,3,19,22,0.63,35,-17
215,Ian Scheid (D),Minnesota State University (Mankato),37,3,19,22,0.59,26,20
216,Vito Bavaro (RW),Sacred Heart University,33,16,5,21,0.64,22,2
217,Tommy Parrottino (F),Michigan Tech,35,14,7,21,0.60,2,7
218,Kobe Roth (F),University of Minnesota-Duluth,34,13,8,21,0.62,0,6
219,Patrick Moynihan (RW),Providence College,34,13,8,21,0.62,8,0
220,P.J. Marrocco (F),Arizona State University,35,13,8,21,0.60,18,9
221,Nick Jermain (RW),Quinnipiac University,34,12,9,21,0.62,10,3
222,Paul Washe (C),Western Michigan University,34,12,9,21,0.62,26,4
223,Lee Lapid (C),Canisius College,35,11,10,21,0.60,27,-16
224,Ruslan Iskhakov (C/LW),University of Connecticut,32,9,12,21,0.66,26,9
225,Justin Young (C),University of Alaska-Fairbanks,36,9,12,21,0.58,26,4
226,Jake Coleman (F),Robert Morris University,36,9,12,21,0.58,29,8
227,Taylor Schneider (LW),Bowling Green State University,38,8,13,21,0.55,20,-12
228,Dalton Hunter (RW/LW),Mercyhurst University,36,7,14,21,0.58,41,-22
229,Cal Burke (C/RW),University of Notre Dame,37,7,14,21,0.57,2,-6
230,Alex Ierullo (LW),Bemidji State University,37,7,14,21,0.57,25,10
231,Ture Linden (C),RPI (Rensselaer Polytech. Inst.),34,6,15,21,0.62,2,7
232,Peter DiLiberatore (D),Quinnipiac University,34,6,15,21,0.62,39,10
233,Jack McBain (C/LW),Boston College,34,6,15,21,0.62,39,5
234,Sami Tavernier (RW),Merrimack College,34,6,15,21,0.62,43,-12
235,Frédéric Létourneau (C),Bowling Green State University,35,6,15,21,0.60,12,-1
236,Ben Finkelstein (D),Boston College,34,5,16,21,0.62,18,29
237,Austin Alger (F),Canisius College,34,5,16,21,0.62,24,-15
238,Colin Swoyer (D),Michigan Tech,39,4,17,21,0.54,32,3
239,Cameron Lee (D),Western Michigan University,26,3,18,21,0.81,25,11
240,Henry Thrun (D),Harvard University,31,3,18,21,0.68,12,17
241,Jordan Harris (D),Northeastern University,33,3,18,21,0.64,20,0
242,Tyler Busch (C),Arizona State University,36,3,18,21,0.58,41,15
243,Patrik Demel (D),American International College,34,2,19,21,0.62,10,12
244,Dylan Samberg (D),University of Minnesota-Duluth,28,1,20,21,0.75,18,17
245,Todd Burgess (C/W),RPI (Rensselaer Polytech. Inst.),32,14,6,20,0.63,20,3
246,Sampo Ranta (LW/RW),University of Minnesota,35,12,8,20,0.57,10,9
247,Michael Wilson (F),Army (U.S. Military Academy),27,11,9,20,0.74,30,9
248,Kylar Hope (F),University of Alaska-Fairbanks,27,10,10,20,0.74,57,-4
249,Bobby McMann (C/LW),Colgate University,34,10,10,20,0.59,58,0
250,James Anderson (RW),Mercyhurst University,36,10,10,20,0.56,7,-19
251,Benjamin Sharf (C),Colgate University,36,10,10,20,0.56,22,-2
252,Ethen Frank (RW/C),Western Michigan University,32,9,11,20,0.63,6,4
253,Connor McCarthy (D),Clarkson University,34,9,11,20,0.59,10,1
254,Bobby Trivigno (LW),UMass,34,9,11,20,0.59,20,21
255,Joel Kocur (LW/C),American International College,34,9,11,20,0.59,39,8
256,Adam Dawe (RW/C),University of Maine,34,9,11,20,0.59,41,-3
257,Jack Poehling (C/LW),St. Cloud State University,34,9,11,20,0.59,43,8
258,Kohen Olischefski (RW),University of Denver,36,9,11,20,0.56,14,4
259,Luc Brown (RW),University of Alaska-Anchorage,20,8,12,20,1.00,12,-8
260,Andre Lee (LW/C),UMass-Lowell,33,8,12,20,0.61,30,7
261,Grant Mismash (LW/C),University of North Dakota,35,8,12,20,0.57,18,17
262,Chayse Primeau (W/C),University of Nebraska-Omaha,36,8,12,20,0.56,10,1
263,Mitch Lewandowski (LW),Michigan State University,36,8,12,20,0.56,28,-8
264,Colin Theisen (C),University of Notre Dame,37,8,12,20,0.54,24,4
265,Logan Pietila (RW/C),Michigan Tech,39,8,12,20,0.51,10,4
266,Colin Bilek (RW),Army (U.S. Military Academy),33,7,13,20,0.61,33,1
267,Ryan Steele (F),Sacred Heart University,34,7,13,20,0.59,24,6
268,Maxim Andreev (C/LW),Cornell University,24,5,15,20,0.83,12,11
269,Connor Brassard (D),Bentley University,35,5,15,20,0.57,20,2
270,Michael Graham (F),University of Notre Dame,30,4,16,20,0.67,6,-2
271,Cole Gallant (C),Western Michigan University,31,4,16,20,0.65,9,12
272,Jack Suter (C/RW),UMass,33,4,16,20,0.61,10,18
273,Tommy Muck (D),Bemidji State University,37,4,16,20,0.54,10,15
274,Eric Gotz (D),Michigan Tech,38,4,16,20,0.53,10,-1
275,Spencer Stastney (D),University of Notre Dame,36,3,17,20,0.56,17,4
276,Jackson Pierson (C),University of New Hampshire,26,2,18,20,0.77,6,-8
277,Elijiah Barriga (C),American International College,28,11,8,19,0.68,12,10
278,Patrick Polino (C),RPI (Rensselaer Polytech. Inst.),34,11,8,19,0.56,18,-2
279,Tyler Ward (LW),University of Denver,36,10,9,19,0.53,6,12
280,Jonny Evans (F),University of Connecticut,27,9,10,19,0.70,4,8
281,Jared Spooner (LW),Minnesota State University (Mankato),31,9,10,19,0.61,35,19
282,Alden Dupuis (F),RIT (Rochester Inst. of Tech.),30,8,11,19,0.63,14,8
283,Denis Smirnov (RW/LW),Penn State University,31,8,11,19,0.61,6,7
284,Tyler Cline (C/LW),University of Alaska-Fairbanks,36,8,11,19,0.53,22,-5
285,Kenny Hausinger (C),UMass-Lowell,29,7,12,19,0.66,20,-1
286,Corey Andonovski (RW/LW),Princeton University,26,6,13,19,0.73,46,-9
287,Aarne Talvitie (C/LW),Penn State University,30,6,13,19,0.63,2,8
288,Brandon Koch (D),Air Force Academy,35,6,13,19,0.54,12,1
289,Justin Addamo (C/RW),Robert Morris University,36,6,13,19,0.53,26,-5
290,Oliver Chau (C),UMass,32,5,14,19,0.59,6,5
291,Bo Hanson (D),St. Lawrence University,33,5,14,19,0.58,26,-16
292,Mike Gornall (F),RPI (Rensselaer Polytech. Inst.),34,5,14,19,0.56,18,3
293,Ryan Naumovski (F),Niagara University,34,4,15,19,0.56,6,-1
294,Ty Readman (C),Northern Michigan University,38,4,15,19,0.50,8,-13
295,John Zimmerman (D),Army (U.S. Military Academy),32,2,17,19,0.59,58,-12
296,Charlie Combs (LW),Bemidji State University,33,12,6,18,0.55,18,1
297,Peter Kessel (F),College of the Holy Cross,34,12,6,18,0.53,27,-10
298,Conner Jean (C),College of the Holy Cross,36,12,6,18,0.50,45,-2
299,Michael Regush (C),Cornell University,29,11,7,18,0.62,8,8
300,Cole Smith (LW),University of North Dakota,34,11,7,18,0.53,37,6
301,Steven Ipri (F),Mercyhurst University,24,10,8,18,0.75,36,-6
302,Jasper Weatherby (C/LW),University of North Dakota,35,10,8,18,0.51,20,9
303,Mason Krueger (F),Army (U.S. Military Academy),30,9,9,18,0.60,31,2
304,Joey Abate (LW/RW),University of Nebraska-Omaha,31,9,9,18,0.58,38,2
305,Jacob Schmidt-Svejstrup (RW),University of Maine,33,9,9,18,0.55,39,-1
306,Nick Pastujov (C/LW),University of Michigan,36,9,9,18,0.50,24,5
307,Grant Jozefek (RW),Northeastern University,30,8,10,18,0.60,10,8
308,Ryner Gorowsky (RW),Bentley University,30,7,11,18,0.60,27,6
309,Luke Keenan (C),Princeton University,31,7,11,18,0.58,10,-3
310,Micah Miller (RW/C),St. Cloud State University,31,7,11,18,0.58,12,5
311,Jake Marrello (F),RPI (Rensselaer Polytech. Inst.),31,7,11,18,0.58,12,8
312,Josh Latta (F),University of Alabama-Huntsville,32,7,11,18,0.56,16,-16
313,Teemu Pulkkinen (RW),University of Nebraska-Omaha,33,7,11,18,0.55,8,-2
314,Eric MacAdams (RW),University of New Hampshire,33,7,11,18,0.55,57,-5
315,Ethan De Jong (RW/LW),Quinnipiac University,34,7,11,18,0.53,14,6
316,Logan Drevitch (LW),Merrimack College,34,7,11,18,0.53,32,-12
317,Colton Young (LW),Colgate University,35,7,11,18,0.51,4,8
318,K'Andre Miller (D),University of Wisconsin,36,7,11,18,0.50,24,-7
319,Eric Cooley (RW/LW),Niagara University,34,6,12,18,0.53,16,0
320,Ethan Somoza (LW),Bemidji State University,37,6,12,18,0.49,10,9
321,Cam Donaldson (C),Cornell University,25,5,13,18,0.72,10,18
322,Liam Blackburn (F),University of New Hampshire,34,5,13,18,0.53,10,0
323,Jordan Sandhu (C),Arizona State University,36,5,13,18,0.50,6,5
324,Will Riedell (D),Lake Superior State University,41,5,13,18,0.44,34,13
325,Ben Copeland (C),Colorado College,34,4,14,18,0.53,14,-10
326,Karlis Cukste (D),Quinnipiac University,34,4,14,18,0.53,14,0
327,Zach Uens (D),Merrimack College,34,4,14,18,0.53,68,-6
328,Ryan Brushett (C),University of Nebraska-Omaha,36,2,16,18,0.50,4,-3
329,Sam Sternschein (LW),Penn State University,29,12,5,17,0.59,10,1
330,Grant Cruikshank (C/LW),Colorado College,34,11,6,17,0.50,25,-17
331,Keaton Mastrodonato (RW/C),Canisius College,34,10,7,17,0.50,35,-4
332,Sam Saliba (F),Michigan State University,36,10,7,17,0.47,8,0
333,Rhett Kingston (LW),Western Michigan University,33,9,8,17,0.52,31,10
334,Kevin Darrar (F),College of the Holy Cross,34,9,8,17,0.50,31,-2
335,Paul McAvoy (F),Colgate University,35,9,8,17,0.49,19,3
336,Nick Cardelli (C/RW),Bemidji State University,31,8,9,17,0.55,18,-2
337,Ronnie Hein (C),Ohio State University,35,8,9,17,0.49,14,-5
338,Dylan Holloway (W/C),University of Wisconsin,35,8,9,17,0.49,49,-3
339,Rylee St. Onge (LW),University of Alaska-Anchorage,36,8,9,17,0.47,22,-16
340,Ben Berard (LW),Cornell University,27,7,10,17,0.63,4,8
341,Kohei Sato (LW),University of New Hampshire,32,7,10,17,0.53,10,4
342,Nolan Sullivan (F),University of Nebraska-Omaha,33,7,10,17,0.52,47,0
343,Robert Mastrosimone (LW/C),Boston University,34,7,10,17,0.50,10,-1
344,Logan Lambdin (LW),Michigan State University,35,7,10,17,0.49,22,3
345,Jared Cockrell (F),Colgate University,36,7,10,17,0.47,45,0
346,Drew Worrad (C),Western Michigan University,31,6,11,17,0.55,2,11
347,Luka Maver (C),American International College,32,6,11,17,0.53,8,9
348,Jack Jacome (RW/LW),Clarkson University,34,6,11,17,0.50,24,5
349,Owen Lindmark (C/RW),University of Wisconsin,36,6,11,17,0.47,8,6
350,Tate Singleton (C),Ohio State University,36,6,11,17,0.47,18,7
351,Daniel Mantenuto (C),Robert Morris University,24,5,12,17,0.71,6,-8
352,Matt Miller (D),Ohio State University,26,5,12,17,0.65,12,-6
353,Kevin O'Neil (RW/LW),Yale University,32,5,12,17,0.53,10,-10
354,Zach Metsa (D),Quinnipiac University,34,5,12,17,0.50,2,9
355,Chase Blackmun (D),UMass-Lowell,34,5,12,17,0.50,26,0
356,Parker Saretsky (F),Michigan Tech,36,5,12,17,0.47,6,-1
357,Luke Lynch (C),Robert Morris University,37,5,12,17,0.46,34,-8
358,Colton Poolman (D),University of North Dakota,31,4,13,17,0.55,4,15
359,Alex Berardinelli (C/LW),Colorado College,34,4,13,17,0.50,12,-7
360,Jerad Rosburg (D),Michigan State University,36,4,13,17,0.47,22,-5
361,Nick Bruce (F),RIT (Rochester Inst. of Tech.),34,3,14,17,0.50,22,2
