ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
732,Jack Olmstead (C/LW/RW),Miami University (Ohio),20,1,3,4,0.20,12,-8
733,Chrystopher Collin (C/LW),Bowling Green State University,21,1,3,4,0.19,2,3
734,Gabe Bast (D),University of North Dakota,21,1,3,4,0.19,29,7
735,Colton Young (LW),Colgate University,21,1,3,4,0.19,38,-6
736,Jordan Power (D),Clarkson University,22,1,3,4,0.18,8,4
737,Zach Berzolla (D),Colorado College,23,1,3,4,0.17,59,-9
738,Davis Bunz (D),Providence College,25,1,3,4,0.16,8,-2
739,Adam Goodsir (F),Michigan State University,25,1,3,4,0.16,10,-2
740,Tanner Hickey (D),Arizona State University,26,1,3,4,0.15,8,-23
741,Pierce Crawford (F),University of Notre Dame,27,1,3,4,0.15,2,0
742,Tommy Miller (D),Michigan State University,27,1,3,4,0.15,4,-11
743,Chase Gamelin (F),Lake Superior State University,29,1,3,4,0.14,0,2
744,Garrett Daly (D),Bowling Green State University,29,1,3,4,0.14,6,0
745,Alex Ambrosio (F),Lake Superior State University,29,1,3,4,0.14,14,0
746,Jonny Mulera (F),University of Maine,9,0,4,4,0.44,4,-1
747,Ondřej Pavel (C/LW),Minnesota State University (Mankato),11,0,4,4,0.36,8,4
748,Charlie Kelleher (RW),University of New Hampshire,13,0,4,4,0.31,10,-3
749,Derek Hamelin (D),Canisius College,15,0,4,4,0.27,4,0
750,Jeff Baum (D),American International College,16,0,4,4,0.25,6,7
751,Blake Wareham (D),Canisius College,17,0,4,4,0.24,0,3
752,Jake Stella (LW),American International College,17,0,4,4,0.24,2,1
753,Harrison Blaisdell (C),University of North Dakota,19,0,4,4,0.21,10,6
754,Kyle Mayhew (D),University of Denver,20,0,4,4,0.20,17,-2
755,Nolan Krenzen (D),University of Nebraska-Omaha,21,0,4,4,0.19,14,-4
756,John Keranen (F),Army (U.S. Military Academy),22,0,4,4,0.18,17,-1
757,Tyler Love (D),Robert Morris University,24,0,4,4,0.17,4,7
758,Kristóf Papp (C),Michigan State University,25,0,4,4,0.16,0,-4
759,Nash Nienhuis (D),Michigan State University,25,0,4,4,0.16,2,-9
760,Ryan Sullivan (F),UMass,25,0,4,4,0.16,4,1
761,Logan Pietila (RW/C),Michigan Tech,28,0,4,4,0.14,2,-3
762,Tyler Jubenvill (D),Bemidji State University,29,0,4,4,0.14,6,11
763,Connor Marritt (F),Northern Michigan University,29,0,4,4,0.14,8,-10
764,Brad Morrissey (RW),University of Maine,8,3,0,3,0.38,8,-3
765,Reid Irwin (D/C),University of Denver,12,3,0,3,0.25,6,2
766,Andrew Petrucci (C),RIT (Rochester Inst. of Tech.),19,3,0,3,0.16,10,-1
767,Jason Pineo (C),Niagara University,21,3,0,3,0.14,8,-4
768,Jamie Engelbert (C),Providence College,23,3,0,3,0.13,23,1
769,T.J. Friedmann (W/C),Quinnipiac University,25,3,0,3,0.12,35,0
770,Garrett Klee (F),Northern Michigan University,26,3,0,3,0.12,10,-10
771,Blake Bennett (LW/RW),American International College,5,2,1,3,0.60,2,1
772,Tucker McIntosh (D),St. Lawrence University,6,2,1,3,0.50,6,0
773,Brad Belisle (C),Bemidji State University,9,2,1,3,0.33,2,0
774,Justin Cmunt (LW),Mercyhurst University,11,2,1,3,0.27,8,0
775,Reed Lebster (RW),UMass,12,2,1,3,0.25,2,-1
776,Ryan Nicholson (D),RIT (Rochester Inst. of Tech.),12,2,1,3,0.25,6,-7
777,Bobby Hampton (C),Penn State University,13,2,1,3,0.23,0,-6
778,Michael Kane (F),College of the Holy Cross,13,2,1,3,0.23,6,-2
779,Tristan Poissant (F),University of Maine,14,2,1,3,0.21,2,-7
780,Ty Pochipinski (F),Air Force Academy,14,2,1,3,0.21,6,-8
781,Luka Maver (C),American International College,14,2,1,3,0.21,17,6
782,Bobby Young (C),College of the Holy Cross,15,2,1,3,0.20,2,-4
783,Matt Quercia (C/LW),Boston University,16,2,1,3,0.19,4,-5
784,Dylan Pitera (F),Bentley University,16,2,1,3,0.19,6,-3
785,Ashton Fry (F),St. Lawrence University,16,2,1,3,0.19,14,-1
786,Jack Robilotti (D),College of the Holy Cross,16,2,1,3,0.19,20,1
787,Jordan Steinmetz (F),St. Lawrence University,17,2,1,3,0.18,8,-10
788,Bray Crowder (D),Miami University (Ohio),17,2,1,3,0.18,10,-11
789,Ricky Lyle (LW),Army (U.S. Military Academy),18,2,1,3,0.17,12,3
790,Carson Bantle (LW/RW),Michigan Tech,19,2,1,3,0.16,22,-3
791,Logan Ganie (LW),Michigan Tech,20,2,1,3,0.15,8,-3
792,Chase Pletzke (C),Miami University (Ohio),21,2,1,3,0.14,2,-10
793,John Laurito (F),Army (U.S. Military Academy),21,2,1,3,0.14,14,-2
794,Roman Kraemer (F),Robert Morris University,22,2,1,3,0.14,6,-2
795,Ryder Donovan (C/RW),University of Wisconsin,22,2,1,3,0.14,40,-1
796,Gianluca Esteves (F),Michigan State University,23,2,1,3,0.13,4,-5
797,Brian Hawkinson (RW),Colorado College,23,2,1,3,0.13,4,-7
798,Harrison Roy (F),Boston College,23,2,1,3,0.13,19,-2
799,Jason Dhooghe (F),University of Wisconsin,24,2,1,3,0.13,2,3
800,Hampus Rydqvist (D),Miami University (Ohio),24,2,1,3,0.13,10,-4
801,Jamie Rome (F),Western Michigan University,24,2,1,3,0.13,12,-6
802,Jackson Keane (C),University of North Dakota,25,2,1,3,0.12,6,-1
803,Jack Clement (D),Miami University (Ohio),25,2,1,3,0.12,6,-21
804,Cole Krygier (D),Michigan State University,25,2,1,3,0.12,25,-5
805,Jack DeBoer (C),Boston University,7,1,2,3,0.43,0,3
806,Tony Malinowski (D),Minnesota State University (Mankato),10,1,2,3,0.30,2,5
807,Emil Öhrvall (LW),Sacred Heart University,10,1,2,3,0.30,8,-5
808,Cassidy Bowes (LW),University of Connecticut,11,1,2,3,0.27,6,2
809,Nick Wicks (F),Clarkson University,12,1,2,3,0.25,0,-1
810,Carl Fish (D),University of Minnesota,12,1,2,3,0.25,2,8
811,Dylan Woolf (D),St. Lawrence University,12,1,2,3,0.25,16,1
812,Bryce Misley (C),University of Vermont,13,1,2,3,0.23,0,-10
813,Logan Milliken (D),College of the Holy Cross,13,1,2,3,0.23,2,1
814,Dallas Tulik (F),Ferris State University,13,1,2,3,0.23,4,-4
815,Dante Spagnuolo (C),Mercyhurst University,13,1,2,3,0.23,10,-7
816,Alex Esposito (RW),University of Vermont,13,1,2,3,0.23,10,-6
817,Keanan Stewart (F),Mercyhurst University,13,1,2,3,0.23,17,1
818,Jay Keranen (D),University of Michigan,14,1,2,3,0.21,0,0
819,Cam Burke (C),University of Notre Dame,14,1,2,3,0.21,2,-2
820,Joe O'Connor (D),Quinnipiac University,14,1,2,3,0.21,17,1
821,Connor Merkley (C),University of Alabama-Huntsville,14,1,2,3,0.21,25,-9
822,Nolan Sawchuk (D),UMass-Lowell,15,1,2,3,0.20,8,-2
823,Jamie Armstrong (LW/RW),Boston University,16,1,2,3,0.19,6,1
824,Jamie Collins (F),Clarkson University,16,1,2,3,0.19,6,-6
825,Jan Kern (LW),American International College,16,1,2,3,0.19,10,3
826,Shane McMahan (LW),Minnesota State University (Mankato),16,1,2,3,0.19,12,2
827,Nick Boyagian (F),Sacred Heart University,17,1,2,3,0.18,4,-2
828,Jackson Jutting (F),Colorado College,19,1,2,3,0.16,4,-8
829,Diarmad DiMurro (D),RIT (Rochester Inst. of Tech.),19,1,2,3,0.16,4,-4
830,Matthew Cassidy (RW),Ohio State University,19,1,2,3,0.16,20,-5
831,Drew Cooper (D),Ferris State University,20,1,2,3,0.15,0,-20
832,Brian Hurley (D),Clarkson University,20,1,2,3,0.15,2,6
833,Scott Corbett (C),Miami University (Ohio),20,1,2,3,0.15,12,-9
834,Anton Malmström (D),Bowling Green State University,20,1,2,3,0.15,17,3
835,Ross Mitton (RW/LW),Colgate University,21,1,2,3,0.14,4,-3
836,Brian Scoville (D),University of Alabama-Huntsville,22,1,2,3,0.14,22,-12
837,Nicklas Andrews (D),Colorado College,22,1,2,3,0.14,22,-4
838,Michael Underwood (D),Clarkson University,22,1,2,3,0.14,26,5
839,Michael Karow (D),Boston College,24,1,2,3,0.13,18,10
840,Christian Krygier (D),Michigan State University,26,1,2,3,0.12,54,-4
841,Darby Gula (D),Bemidji State University,28,1,2,3,0.11,2,4
842,Marcus Chorney (D),Quinnipiac University,28,1,2,3,0.11,32,4
843,Sam Rossini (D),University of Minnesota,5,0,3,3,0.60,0,5
844,Matt Allen (F),UMass-Lowell,5,0,3,3,0.60,0,1
845,Sam Colangelo (RW/C),Northeastern University,8,0,3,3,0.38,2,-3
846,Dalton Hunter (RW/LW),Mercyhurst University,8,0,3,3,0.38,2,-1
847,Hunter Johannes (LW),American International College,8,0,3,3,0.38,6,5
848,Jake Harrison (D),University of Nebraska-Omaha,10,0,3,3,0.30,2,4
849,Conner Jean (C),College of the Holy Cross,10,0,3,3,0.30,4,-2
850,Veli-Matti Tiuraniemi (D),University of Maine,14,0,3,3,0.21,6,1
851,Luke Robinson (D),Air Force Academy,14,0,3,3,0.21,8,1
852,Marshall Bowery (F),Air Force Academy,14,0,3,3,0.21,12,-12
853,T.J. Walsh (LW),Northeastern University,15,0,3,3,0.20,2,-1
854,Chase Foley (D),Colorado College,15,0,3,3,0.20,2,-2
855,Will Zmolek (D),Bemidji State University,15,0,3,3,0.20,2,4
856,Geoff Lawson (D),Robert Morris University,15,0,3,3,0.20,4,-3
857,Cédric Fiedler (D),Western Michigan University,15,0,3,3,0.20,6,0
858,Hank Sorensen (D),Northern Michigan University,15,0,3,3,0.20,53,-1
859,Quinn Wichers (D),Mercyhurst University,17,0,3,3,0.18,4,1
860,Alex Stevens (D),Penn State University,17,0,3,3,0.18,6,0
861,David Silye (C/RW),Clarkson University,17,0,3,3,0.18,6,-6
862,Lincoln Erne (D),Canisius College,17,0,3,3,0.18,8,5
863,Dimitri Mikrogiannakis (D),RIT (Rochester Inst. of Tech.),18,0,3,3,0.17,8,-2
864,Dustyn McFaul (D),Clarkson University,19,0,3,3,0.16,19,6
865,Conor Witherspoon (F),University of Alabama-Huntsville,21,0,3,3,0.14,10,-16
866,Evan McIntyre (D),Ohio State University,21,0,3,3,0.14,19,-8
867,Connor Fedorek (D),Ferris State University,24,0,3,3,0.13,8,-8
868,Louie Roehl (D),University of Minnesota-Duluth,28,0,3,3,0.11,34,2
869,Simon Boyko (RW),University of Vermont,7,2,0,2,0.29,0,-3
870,Levi Kleiboer (D),University of Maine,7,2,0,2,0.29,2,-9
871,Matthew Steeves (F),University of Notre Dame,12,2,0,2,0.17,2,-2
872,Jacob Franczak (C),Long Island University,12,2,0,2,0.17,4,-7
873,Brady Gaudette (F),University of Maine,13,2,0,2,0.15,6,-6
874,Alec Capstick (D),Miami University (Ohio),15,2,0,2,0.13,4,-3
875,Bennett Stockdale (RW),University of Alabama-Huntsville,15,2,0,2,0.13,6,-6
876,Darcy Walsh (C),Robert Morris University,15,2,0,2,0.13,19,2
877,Ryan Wheeler (D/F),University of Connecticut,18,2,0,2,0.11,8,0
878,Dom Garcia (F),Arizona State University,24,2,0,2,0.08,0,-5
879,Patrick Guzzo (C),Ohio State University,26,2,0,2,0.08,4,-7
880,Ty Amonte (RW),Boston University,2,1,1,2,1.00,2,0
881,Matt Cameron (F),Niagara University,4,1,1,2,0.50,0,1
882,Joe Winkelmann (C),Bentley University,4,1,1,2,0.50,0,0
883,Jack Ricketts (C),College of the Holy Cross,5,1,1,2,0.40,2,-1
884,Jake Wise (C/LW),Boston University,5,1,1,2,0.40,4,-2
885,Niclas Puikkonen (W/C),Canisius College,6,1,1,2,0.33,0,3
886,Matt Clark (D),Bentley University,6,1,1,2,0.33,6,-2
887,Preston Brodziak (F),Long Island University,8,1,1,2,0.25,4,-2
888,Jordan Kaplan (RW/C),University of Vermont,9,1,1,2,0.22,4,-4
889,Chad Hillebrand (LW/C),Western Michigan University,12,1,1,2,0.17,4,-4
890,Dovar Tinling (C),University of Vermont,12,1,1,2,0.17,4,-4
891,Case McCarthy (D),Boston University,12,1,1,2,0.17,8,1
892,Charlie Marchand (D),Bentley University,12,1,1,2,0.17,21,-4
893,Joe Hankinson (F),University of New Hampshire,13,1,1,2,0.15,4,-1
894,Carter Long (D),University of Vermont,13,1,1,2,0.15,4,-3
895,Ryland Mosley (LW/RW),Michigan Tech,13,1,1,2,0.15,6,-1
896,Mac Welsher (C),Merrimack College,13,1,1,2,0.15,6,-7
897,Xander Lamppa (F),Penn State University,13,1,1,2,0.15,10,-4
898,Zachary Mirageas (D),Air Force Academy,13,1,1,2,0.15,38,-8
899,Jérémie Bucheler (D),Northeastern University,14,1,1,2,0.14,4,4
900,Philippe Lapointe (F),University of Michigan,14,1,1,2,0.14,8,-3
901,Jack Quinlivan (F),University of Maine,14,1,1,2,0.14,8,-6
902,Frank Boie (D),College of the Holy Cross,15,1,1,2,0.13,4,-3
903,Cole Kodsi (LW),Bentley University,16,1,1,2,0.13,4,-3
904,Matt Slick (D),College of the Holy Cross,16,1,1,2,0.13,6,-4
905,Max Finner (D),Ferris State University,16,1,1,2,0.13,8,-2
906,Josh Rieger (D),University of North Dakota,16,1,1,2,0.13,15,3
907,Nik Armstrong-Kingcade (F),UMass-Lowell,18,1,1,2,0.11,4,0
908,Jacob Dirks (F),Ferris State University,18,1,1,2,0.11,4,-7
909,Brady Ziemer (D),St. Cloud State University,18,1,1,2,0.11,8,0
910,Bryan Yoon (D),Colorado College,19,1,1,2,0.11,2,-10
911,Danny Weight (C),Boston College,19,1,1,2,0.11,2,-1
912,Hugh Larkin (RW),Western Michigan University,19,1,1,2,0.11,7,1
913,Luke Farthing (D),Ferris State University,20,1,1,2,0.10,6,-2
914,Noah Beck (D),Clarkson University,20,1,1,2,0.10,8,-2
915,Connor Mayer (D),Colorado College,22,1,1,2,0.09,21,-5
916,Ty Readman (C),Northern Michigan University,23,1,1,2,0.09,4,-8
917,Samuel Solenský (C/RW),Bemidji State University,28,1,1,2,0.07,4,-2
918,Tyrell Buckley (D),Michigan Tech,29,1,1,2,0.07,12,-2
919,Hudson Lambert (D),Canisius College,4,0,2,2,0.50,0,1
920,Keenan Lund (F),Air Force Academy,4,0,2,2,0.50,0,2
921,Tanner Vescio (D),Northern Michigan University,5,0,2,2,0.40,2,0
922,Bradley Stonnell (D),Robert Morris University,6,0,2,2,0.33,0,4
923,Sam Skinner (D),Ferris State University,6,0,2,2,0.33,2,-2
924,Kabore Dunn (D),University of Maine,7,0,2,2,0.29,4,-3
925,Jake Rosenbaum (D),University of Minnesota-Duluth,8,0,2,2,0.25,0,4
926,John DeRoche (D/F),Northeastern University,10,0,2,2,0.20,0,-5
927,Mack Byers (LW),Northern Michigan University,10,0,2,2,0.20,2,-3
928,Arseni Smekhnov (C),Long Island University,10,0,2,2,0.20,4,0
929,Dawson Bruneski (D),University of Maine,10,0,2,2,0.20,6,-3
930,Garrett Clegg (RW),Robert Morris University,10,0,2,2,0.20,19,0
931,Cade Kowalski (C/RW),Ferris State University,10,0,2,2,0.20,21,-1
932,Sam Stevens (C/LW),Boston University,11,0,2,2,0.18,2,2
933,Will Schlagenhauf (F),Bentley University,11,0,2,2,0.18,10,-1
934,Brett Humberstone (D),Long Island University,11,0,2,2,0.18,19,-6
935,Christopher Konin (F),Army (U.S. Military Academy),13,0,2,2,0.15,0,0
936,Jesse Pomeroy (D),Niagara University,13,0,2,2,0.15,4,-11
937,Mathew Harris (D),Long Island University,13,0,2,2,0.15,6,-1
938,Ryan Nolan (F),Merrimack College,13,0,2,2,0.15,8,-5
939,Mick Messner (LW),Merrimack College,14,0,2,2,0.14,2,-10
940,Jeppe Urup Mogensen (D),Sacred Heart University,14,0,2,2,0.14,4,-10
941,Grayson Constable (F),College of the Holy Cross,14,0,2,2,0.14,6,-2
942,Jack Doremus (C/W),University of Denver,14,0,2,2,0.14,6,-6
943,Cade Webber (D),Boston University,14,0,2,2,0.14,15,9
944,Jarred White (C),Western Michigan University,14,0,2,2,0.14,22,-3
945,Nick Hale (D),College of the Holy Cross,15,0,2,2,0.13,4,-8
946,Andrew Sinard (D),Miami University (Ohio),15,0,2,2,0.13,8,0
947,Noah Ganske (D),Northern Michigan University,15,0,2,2,0.13,14,-5
948,Jeremy Gervais (D),Lake Superior State University,16,0,2,2,0.13,0,9
949,Evan Wisocky (C),Sacred Heart University,16,0,2,2,0.13,0,2
950,Marco Bozzo (C),Northeastern University,16,0,2,2,0.13,2,0
951,Aleksi Peltonen (F),St. Lawrence University,16,0,2,2,0.13,2,-5
952,Thomas Jarman (D),Boston University,16,0,2,2,0.13,10,1
953,Jake Stevens (D),St. Lawrence University,16,0,2,2,0.13,12,-8
954,Donavan Houle (C/RW),University of Maine,16,0,2,2,0.13,14,-3
955,Simon Butala (D),University of Maine,16,0,2,2,0.13,35,-8
956,Alex Bates (D),Sacred Heart University,17,0,2,2,0.12,14,-3
957,Jordan Biro (C),Colorado College,18,0,2,2,0.11,2,-6
958,Tim Lovell (D),Boston College,18,0,2,2,0.11,6,3
959,Griffin Ness (F),University of North Dakota,18,0,2,2,0.11,12,-4
960,Aiden Hansen-Bukata (D),RIT (Rochester Inst. of Tech.),20,0,2,2,0.10,2,2
961,Michael Gildon (C/LW),Ohio State University,20,0,2,2,0.10,6,-3
962,Nikolai Jenson (D),University of New Hampshire,20,0,2,2,0.10,12,-1
963,Daniel Hilsendager (D),Western Michigan University,21,0,2,2,0.10,4,-4
964,A.J. Hodges (LW),Michigan State University,22,0,2,2,0.09,0,-8
965,Hugo Blixt (D),Colorado College,22,0,2,2,0.09,37,-5
966,Connor Wood (RW),University of Alabama-Huntsville,22,0,2,2,0.09,60,-19
967,Zac Robbins (F),University of Connecticut,23,0,2,2,0.09,2,-1
968,Griffin Mendel (D),University of Denver,24,0,2,2,0.08,12,-7
969,Aiden Gallacher (D),Michigan State University,26,0,2,2,0.08,23,-7
970,Gvido Jansons (D),Arizona State University,26,0,2,2,0.08,34,-20
971,Darwin Lakoduk (F),American International College,1,1,0,1,1.00,0,1
972,McKay Flanagan (D),Colorado College,2,1,0,1,0.50,0,1
973,Chase Danol (F),Bowling Green State University,3,1,0,1,0.33,0,0
974,Sean Driscoll (D),Boston University,4,1,0,1,0.25,2,1
975,Sam Miller (D),American International College,4,1,0,1,0.25,2,1
976,Charlie Campbell (F),Clarkson University,6,1,0,1,0.17,0,-1
977,Kyle Jeffers (C/RW),American International College,6,1,0,1,0.17,2,-3
978,Matthew Gleason (C),Colorado College,7,1,0,1,0.14,4,-2
979,Edward Lindelöw (C),University of Maine,8,1,0,1,0.13,2,-2
980,Will Garin (RW),Bentley University,9,1,0,1,0.11,6,-4
981,Jack Lyons (D),Canisius College,10,1,0,1,0.10,0,1
982,Ben Almquist (F),University of Minnesota-Duluth,10,1,0,1,0.10,0,1
983,Jacob Marti (F),Air Force Academy,11,1,0,1,0.09,18,-4
984,Aaron Myers (F),Bemidji State University,12,1,0,1,0.08,0,-1
985,Jett Jungels (F),Northern Michigan University,12,1,0,1,0.08,2,-1
986,Albin Nilsson (C),Providence College,12,1,0,1,0.08,4,2
987,Brenden MacLaren (F),Ferris State University,12,1,0,1,0.08,10,-5
988,Tim Washe (C/LW),Western Michigan University,13,1,0,1,0.08,10,-3
989,Eric Linell (C/RW),University of Connecticut,14,1,0,1,0.07,0,0
990,Michael Holland (F),Miami University (Ohio),14,1,0,1,0.07,0,-3
991,Tim Clifton (C),Sacred Heart University,14,1,0,1,0.07,21,-3
992,Liam Dennison (D),Merrimack College,15,1,0,1,0.07,4,-13
993,Austen Long (RW/C),American International College,15,1,0,1,0.07,4,-1
994,Dylan Moulton (D),Miami University (Ohio),15,1,0,1,0.07,6,-3
995,Neil Shea (LW),Northeastern University,16,1,0,1,0.06,2,-4
996,Alec Cicero (F),College of the Holy Cross,16,1,0,1,0.06,4,-7
997,Tyler Gratton (RW),Penn State University,17,1,0,1,0.06,8,-8
998,Joseph Dunlap (RW/C),Ohio State University,17,1,0,1,0.06,16,-8
999,Noah Finstrom (F),University of Alabama-Huntsville,18,1,0,1,0.06,2,-8
1000,Frank Vitucci (F),University of Alabama-Huntsville,19,1,0,1,0.05,6,-13
1001,Rylan Van Unen (F),Northern Michigan University,19,1,0,1,0.05,8,-2
1002,C.J. McGee (D),Quinnipiac University,19,1,0,1,0.05,12,-2
1003,Zachary Plucinski (D),University of Notre Dame,20,1,0,1,0.05,10,0
1004,Dominick Procopio (D),UMass-Lowell,2,0,1,1,0.50,0,0
1005,Carter King (C/LW),University of Denver,3,0,1,1,0.33,0,1
1006,Cody Schiavon (D),University of Vermont,3,0,1,1,0.33,0,0
1007,Lane Krenzen (D),University of Denver,3,0,1,1,0.33,4,1
1008,Michael Gilroy (D),Sacred Heart University,4,0,1,1,0.25,0,-4
1009,Christian Simeone (F),Merrimack College,4,0,1,1,0.25,0,0
1010,Jack Works (F),University of Denver,5,0,1,1,0.20,2,-1
1011,Tyler Paquette (RW/C),Penn State University,6,0,1,1,0.17,0,-3
1012,Dylan Mills (C),Niagara University,6,0,1,1,0.17,2,0
1013,Derek Contessa (RW),Sacred Heart University,6,0,1,1,0.17,2,-6
1014,Conner Hutchison (D),University of Vermont,6,0,1,1,0.17,8,-1
1015,Austin Kamer (RW),Michigan State University,7,0,1,1,0.14,0,-1
1016,Khristian Acosta (F),Mercyhurst University,7,0,1,1,0.14,4,2
1017,Andrew Quetell (D),Army (U.S. Military Academy),8,0,1,1,0.13,0,0
1018,Cameron Spicer (D),University of Maine,8,0,1,1,0.13,2,-4
1019,Madoka Suzuki (LW),Long Island University,8,0,1,1,0.13,2,-4
1020,Garrett Worth (F),Long Island University,8,0,1,1,0.13,2,-1
1021,Jackson MacNab (RW),College of the Holy Cross,8,0,1,1,0.13,6,-2
1022,Josh Latta (F),UMass-Lowell,9,0,1,1,0.11,4,-1
1023,Brenden Datema (D),Michigan Tech,9,0,1,1,0.11,7,-5
1024,Tanner Schachle (LW),Long Island University,9,0,1,1,0.11,24,-6
1025,Adam Tisdale (C),Sacred Heart University,10,0,1,1,0.10,0,-5
1026,Callum Cusinato (C/LW),St. Lawrence University,10,0,1,1,0.10,2,-1
1027,Josh Martin (D),University of Alabama-Huntsville,10,0,1,1,0.10,4,-2
1028,Cody Hoban (F),Sacred Heart University,10,0,1,1,0.10,6,-2
1029,Marcus Walter (D),Bentley University,11,0,1,1,0.09,0,-5
1030,Greyson Reitmeier (LW/C),Michigan Tech,11,0,1,1,0.09,2,0
1031,Ethan Roswell (D),Bentley University,11,0,1,1,0.09,4,-2
1032,Jeff Clarke (D),St. Lawrence University,11,0,1,1,0.09,4,-1
1033,Ace Cowans (C/LW),University of Vermont,11,0,1,1,0.09,6,-2
1034,Jake Nielsen (F),St. Lawrence University,11,0,1,1,0.09,15,0
1035,Adam Pitters (F),Bowling Green State University,11,0,1,1,0.09,20,1
1036,Chris Van Os-Shaw (LW),Minnesota State University (Mankato),11,0,1,1,0.09,23,1
1037,Tyler Coffey (F),Colorado College,12,0,1,1,0.08,0,1
1038,Joe Cipollone (C),University of New Hampshire,12,0,1,1,0.08,0,-3
1039,Andrius Kulbis-Marino (D),Sacred Heart University,12,0,1,1,0.08,4,3
1040,James Davenport (D),Northeastern University,12,0,1,1,0.08,4,0
1041,Nolan McElhaney (D),Long Island University,12,0,1,1,0.08,8,-4
1042,Brehdan Engum (D),UMass-Lowell,12,0,1,1,0.08,10,2
1043,Matt Lombardozzi (D),Bentley University,12,0,1,1,0.08,23,-2
1044,William Lemay (C/LW),University of Vermont,13,0,1,1,0.08,0,-1
1045,Derek Osik (C),Long Island University,13,0,1,1,0.08,0,-2
1046,Alec Mahalak (D),Miami University (Ohio),13,0,1,1,0.08,2,-2
1047,Joshua Wildauer (C),Lake Superior State University,13,0,1,1,0.08,4,-1
1048,Michael Higgins (D),College of the Holy Cross,13,0,1,1,0.08,4,-8
1049,Owen Grant (D),University of Vermont,13,0,1,1,0.08,6,-7
1050,Lucas Vanroboys (C/RW),Bentley University,13,0,1,1,0.08,37,-5
1051,Dalton Weigel (D),Air Force Academy,14,0,1,1,0.07,0,1
1052,Alex Mehnert (D),Air Force Academy,14,0,1,1,0.07,4,-5
1053,Adam Conquest (RW),Bowling Green State University,14,0,1,1,0.07,4,-1
1054,Calvon Boots (D),RIT (Rochester Inst. of Tech.),14,0,1,1,0.07,4,0
1055,Max Dorrington (RW/LW),St. Lawrence University,14,0,1,1,0.07,6,-3
1056,Ryan Dickinson (D),Ohio State University,14,0,1,1,0.07,29,-3
1057,Sam Knoblauch (RW),UMass-Lowell,15,0,1,1,0.07,4,-5
1058,John Jaworski (F),Sacred Heart University,16,0,1,1,0.06,0,-4
1059,Bryce Dolan (D),College of the Holy Cross,16,0,1,1,0.06,0,-6
1060,Cody Fleckenstein (D),Army (U.S. Military Academy),16,0,1,1,0.06,0,-1
1061,Peter Kessel (F),College of the Holy Cross,16,0,1,1,0.06,2,-9
1062,Dominic Vidoli (D),Ohio State University,16,0,1,1,0.06,4,1
1063,Ethan Harrison (F),Bentley University,16,0,1,1,0.06,6,-5
1064,Marek Korencik (D),UMass-Lowell,17,0,1,1,0.06,4,3
1065,Luke Johnson (D),Providence College,17,0,1,1,0.06,6,2
1066,Eric Esposito (LW),University of New Hampshire,17,0,1,1,0.06,20,-15
1067,Peyton Francis (C),University of Alabama-Huntsville,18,0,1,1,0.06,2,-8
1068,Joshua Corrow (D),University of Alabama-Huntsville,18,0,1,1,0.06,8,-11
1069,Darian Gotz (D),University of Minnesota-Duluth,19,0,1,1,0.05,4,1
1070,Austin Goldstein (F),Northeastern University,20,0,1,1,0.05,12,-8
1071,Kaelan Taylor (D),Clarkson University,21,0,1,1,0.05,8,3
1072,Anthony Stark (D),Colgate University,22,0,1,1,0.05,6,-5
1073,Paul DeNaples (D),Penn State University,22,0,1,1,0.05,8,-11
1074,Carsen Richels (LW),University of New Hampshire,22,0,1,1,0.05,8,-12
1075,Christian Berger (D),Penn State University,22,0,1,1,0.05,21,-10
1076,Carter Jones (F),Bemidji State University,23,0,1,1,0.04,0,-3
1077,Kale Bennett (D),Western Michigan University,23,0,1,1,0.04,4,-9
1078,Mason Palmer (D),Northern Michigan University,23,0,1,1,0.04,8,-7
1079,Max Coyle (D),Bowling Green State University,23,0,1,1,0.04,8,3
1080,Jack Gates (C),Colorado College,23,0,1,1,0.04,8,-8
1081,Mitch Andres (D),Boston College,24,0,1,1,0.04,9,2
1082,Charlie Raith (D),University of Notre Dame,25,0,1,1,0.04,4,2
1083,Arvid Henrikson (D),Lake Superior State University,29,0,1,1,0.03,27,0
1084,Quin Foreman (RW),Dartmouth College,0,0,0,0,0.00,0,0
1085,Eric Sinclair (D),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1086,Jacob Bauer (D),Western Michigan University,0,0,0,0,0.00,0,0
1087,Matthew Kellenberger (D),Princeton University,0,0,0,0,0.00,0,0
1088,Quinton Ong (RW),Yale University,0,0,0,0,0.00,0,0
1089,Matthew Allen (C),Union College,0,0,0,0,0.00,0,0
1090,Nick Abruzzese (LW/C),Harvard University,0,0,0,0,0.00,0,0
1091,Rhett Kingston (LW),Western Michigan University,0,0,0,0,0.00,0,0
1092,Alec Mehr (C),Brown University,0,0,0,0,0.00,0,0
1093,Tommy Lee (F),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1094,Liam Motley (F),Cornell University,0,0,0,0,0.00,0,0
1095,Zach Court (LW),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1096,Joachim Weberg (LW),Brown University,0,0,0,0,0.00,0,0
1097,Tristan Crozier (F),Brown University,0,0,0,0,0.00,0,0
1098,James Miller (D),Northern Michigan University,0,0,0,0,0.00,0,0
