ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
729,Graham Slaggert (C/LW),University of Notre Dame,40,3,6,9,0.23,18,-1
730,Luke Orysiuk (D),Bentley University,23,2,7,9,0.39,16,8
731,Ruslan Rakhmatov (D),Sacred Heart University,25,2,7,9,0.36,65,3
732,Logan Coomes (LW),Merrimack College,30,2,7,9,0.30,6,-16
733,Andrew Gaus (RW),Yale University,30,2,7,9,0.30,10,7
734,Ace Cowans (C/LW),University of Vermont,33,2,7,9,0.27,13,-3
735,Michael Laidley (LW),St. Lawrence University,33,2,7,9,0.27,26,-24
736,Sasha Larocque (D),Ohio State University,33,2,7,9,0.27,39,11
737,Jon McDonald (D),UMass-Lowell,33,2,7,9,0.27,40,1
738,Alex Carle (D),Merrimack College,34,2,7,9,0.26,18,-11
739,Jacob Wilson (D),Arizona State University,34,2,7,9,0.26,47,5
740,Tyler Rockwell (D),Michigan Tech,35,2,7,9,0.26,6,6
741,Ted McGeen (LW),St. Lawrence University,35,2,7,9,0.26,12,-3
742,Anthony Baxter (D),UMass-Lowell,37,2,7,9,0.24,41,4
743,Sean Giles (D),Robert Morris University,38,2,7,9,0.24,45,-10
744,Evan Bell (D),Penn State University,21,1,8,9,0.43,6,8
745,Joey Matthews (D),Dartmouth College,34,1,8,9,0.26,16,6
746,Gordi Myer (D),Ohio State University,36,1,8,9,0.25,4,10
747,Ryan Polin (D),American International College,36,1,8,9,0.25,12,6
748,Ryan Black (D),Northern Michigan University,38,1,8,9,0.24,25,0
749,Riese Zmolek (D),Minnesota State University (Mankato),39,1,8,9,0.23,18,20
750,Jon Lizotte (D),St. Cloud State University,39,1,8,9,0.23,50,12
751,Colin Felix (D),UMass,41,1,8,9,0.22,28,2
752,Jesper Mattila (D),Boston College,39,0,9,9,0.23,6,-7
753,Grant Cooper (LW),Clarkson University,11,6,2,8,0.73,4,6
754,Mitchell Martan (LW),Canisius College,28,6,2,8,0.29,10,-4
755,Ryker Leer (LW),University of Alaska-Fairbanks,36,6,2,8,0.22,30,-17
756,Darius Davidson (F),American International College,30,5,3,8,0.27,0,-6
757,Michael Babcock (C/W),Merrimack College,32,5,3,8,0.25,39,-16
758,Alex Gilmour (LW),St. Lawrence University,36,5,3,8,0.22,14,-18
759,Bryan Basilico (LW),Lake Superior State University,37,5,3,8,0.22,12,0
760,Brandon Salerno (C),University of Alabama-Huntsville,38,5,3,8,0.21,12,-15
761,Austin Plevy (C),Northeastern University,39,5,3,8,0.21,11,0
762,Wes Baker (RW),Mercyhurst University,26,4,4,8,0.31,4,-3
763,Casey Linkenheld (LW),Bowling Green State University,32,4,4,8,0.25,18,0
764,Chris Miller (C),University of New Hampshire,34,4,4,8,0.24,14,-7
765,Biagio Lerario (C),Northeastern University,34,4,4,8,0.24,22,1
766,Todd Goehring (F),Sacred Heart University,35,4,4,8,0.23,2,1
767,Ryan Galt (F),University of Nebraska-Omaha,35,4,4,8,0.23,46,-13
768,Marc McLaughlin (C/RW),Boston College,39,4,4,8,0.21,20,-4
769,Jake Jackson (LW/C),Michigan Tech,22,3,5,8,0.36,4,-4
770,Chris Schutz (LW/RW),UMass-Lowell,25,3,5,8,0.32,0,5
771,Charlie Curti (D),Yale University,30,3,5,8,0.27,6,5
772,Phil Kemp (D),Yale University,30,3,5,8,0.27,35,-9
773,T.J. Friedmann (W/C),Quinnipiac University,31,3,5,8,0.26,9,3
774,Teemu Pulkkinen (RW),University of Nebraska-Omaha,31,3,5,8,0.26,27,-12
775,Desi Burgart (F),Quinnipiac University,33,3,5,8,0.24,8,2
776,Jarrod Gourley (D),Arizona State University,33,3,5,8,0.24,46,-3
777,Alex Truscott (F),Niagara University,35,3,5,8,0.23,22,-5
778,Ture Linden (C),RPI (Rensselaer Polytech. Inst.),36,3,5,8,0.22,8,-8
779,Kyle Betts (C),Cornell University,36,3,5,8,0.22,12,3
780,Colin O'Neill (F),UMass-Lowell,37,3,5,8,0.22,6,-5
781,Scott Davidson (F),Quinnipiac University,38,3,5,8,0.21,18,7
782,Mark Paolini (D),Princeton University,27,2,6,8,0.30,8,-4
783,Pierre-Luc Veillette (C),Lake Superior State University,32,2,6,8,0.25,10,2
784,Kevan Kilistoff (F),Dartmouth College,33,2,6,8,0.24,10,-6
785,Steenn Pasichnuk (RW),Arizona State University,33,2,6,8,0.24,33,2
786,Ryan Cloonan (LW),Boston University,34,2,6,8,0.24,35,-4
787,Jake McLaughlin (D),UMass,35,2,6,8,0.23,10,3
788,Dom Garcia (F),Arizona State University,35,2,6,8,0.23,30,-1
789,Jeremy Wu (D),Mercyhurst University,36,2,6,8,0.22,22,3
790,Kohen Olischefski (RW),University of Denver,39,2,6,8,0.21,8,0
791,Kristian Blumenschein (D),Colorado College,41,2,6,8,0.20,16,-4
792,Mike Gornall (F),RPI (Rensselaer Polytech. Inst.),21,1,7,8,0.38,4,-7
793,Zach Salloum (D),RIT (Rochester Inst. of Tech.),26,1,7,8,0.31,6,0
794,Tomi Hiekkavirta (D),University of Alaska-Anchorage,28,1,7,8,0.29,14,-11
795,Richard Boyd (D),University of New Hampshire,34,1,7,8,0.24,12,4
796,Jake Johnson (D),RPI (Rensselaer Polytech. Inst.),35,1,7,8,0.23,10,0
797,Ryan Zuhlsdorf (D),University of Minnesota,35,1,7,8,0.23,23,2
798,Sam Becker (D),University of Maine,36,1,7,8,0.22,8,3
799,Paul Meyer (D),Colgate University,36,1,7,8,0.22,14,-4
800,Will MacKinnon (D),University of New Hampshire,36,1,7,8,0.22,16,-1
801,Joe Rutkowski (D),Ferris State University,36,1,7,8,0.22,20,-18
802,Chris McKay (D),RIT (Rochester Inst. of Tech.),38,1,7,8,0.21,65,-6
803,Connor McDonald (D),Bowling Green State University,41,1,7,8,0.20,42,17
804,Sam Ruffin (F),University of Alaska-Fairbanks,29,0,8,8,0.28,31,-5
805,Brett Orr (D),Bentley University,31,0,8,8,0.26,2,10
806,Adam Tisdale (C),Clarkson University,33,0,8,8,0.24,2,10
807,Cam Clarke (D),Ferris State University,34,0,8,8,0.24,30,-7
808,Jared Kucharek (D),Western Michigan University,37,0,8,8,0.22,10,10
809,Alex Jaeckle (D),Canisius College,37,0,8,8,0.22,26,-6
810,Justin Misiak (C),Michigan Tech,37,6,1,7,0.19,14,-2
811,Tyler Drevitch (C),Merrimack College,32,5,2,7,0.22,35,-14
812,Aapeli Räsänen (C),Boston College,33,5,2,7,0.21,20,-2
813,Jared Pike (C),American International College,36,5,2,7,0.19,33,-11
814,Luke Stevens (LW),Yale University,23,4,3,7,0.30,19,-7
815,Jared Brandt (D),Niagara University,30,4,3,7,0.23,22,-9
816,Micah Miller (RW/C),St. Cloud State University,31,4,3,7,0.23,8,6
817,Marcel Godbout (C/RW),Sacred Heart University,31,4,3,7,0.23,10,-3
818,Kevin Obssuth (LW),Canisius College,32,4,3,7,0.22,4,-6
819,Jeffrey Stewart (LW),Colgate University,36,4,3,7,0.19,4,-11
820,Jacob Benson (C),St. Cloud State University,36,4,3,7,0.19,12,-3
821,Tyler Penner (RW/C),Colgate University,36,4,3,7,0.19,12,-8
822,Lee Lapid (C),Canisius College,12,3,4,7,0.58,21,-3
823,Thomas Beretta (C),Michigan Tech,20,3,4,7,0.35,10,-2
824,Joe Tyran (D),Air Force Academy,26,3,4,7,0.27,8,1
825,Liam MacDougall (C/W),Ferris State University,27,3,4,7,0.26,10,-8
826,Miles Gendron (D),University of Connecticut,30,3,4,7,0.23,26,0
827,Joe O'Connor (D),Quinnipiac University,31,3,4,7,0.23,30,11
828,Jack Donato (F),Harvard University,32,3,4,7,0.22,12,-1
829,Logan Gestro (D),Canisius College,33,3,4,7,0.21,16,-5
830,Michael Maloney (F),Brown University,34,3,4,7,0.21,4,-2
831,Shane McMahan (LW),Minnesota State University (Mankato),34,3,4,7,0.21,4,9
832,Jake Clifford (D),Arizona State University,34,3,4,7,0.21,33,7
833,Kaden Pickering (RW),St. Lawrence University,37,3,4,7,0.19,6,-22
834,Dylan Pitera (F),Bentley University,37,3,4,7,0.19,8,-3
835,Chris Grando (LW),Boston College,37,3,4,7,0.19,16,0
836,Connor Merkley (C),University of Alabama-Huntsville,37,3,4,7,0.19,22,-15
837,Michael Bevilacqua (D),Mercyhurst University,37,3,4,7,0.19,39,5
838,Jake Durflinger (RW/C),University of Denver,38,3,4,7,0.18,24,-3
839,Luke Voltin (D/C),Northern Michigan University,39,3,4,7,0.18,37,-5
840,Tyler Kirkup (C/LW),Bemidji State University,27,2,5,7,0.26,2,-3
841,Christian Evers (D),University of Vermont,29,2,5,7,0.24,14,-4
842,Juho Jokiharju (F),Clarkson University,30,2,5,7,0.23,8,6
843,Connor Brassard (D),Bentley University,30,2,5,7,0.23,33,-3
844,John Carter MacLean (C),Clarkson University,31,2,5,7,0.23,19,3
845,Collin Adams (LW/C),University of North Dakota,32,2,5,7,0.22,16,-7
846,Drayson Pears (D),University of Alaska-Anchorage,32,2,5,7,0.22,16,-19
847,Carter Turnbull (RW/C),University of Connecticut,32,2,5,7,0.22,29,-14
848,John DeRoche (D/F),University of Vermont,33,2,5,7,0.21,0,-4
849,Cole McCaskill (D),Colorado College,35,2,5,7,0.20,16,0
850,Tyler Jeanson (C),Colgate University,36,2,5,7,0.19,24,-14
851,Brody Valette (D),RIT (Rochester Inst. of Tech.),37,2,5,7,0.19,22,-7
852,Eric Butte (F),Army (U.S. Military Academy),38,2,5,7,0.18,6,-9
853,Adam Dawe (RW/C),University of Maine,17,1,6,7,0.41,12,-4
854,Brian Hurley (D),Clarkson University,24,1,6,7,0.29,8,5
855,Owen Norton (D),Mercyhurst University,32,1,6,7,0.22,6,-11
856,Cam Roth (D),Dartmouth College,33,1,6,7,0.21,16,-2
857,Anthony Wyse (D),University of New Hampshire,33,1,6,7,0.21,53,-9
858,Kurt Keats (F),UMass,34,1,6,7,0.21,8,7
859,Roman Kinal (D),University of Connecticut,34,1,6,7,0.21,22,-6
860,Tyler Inamoto (D),University of Wisconsin,34,1,6,7,0.21,71,-10
861,Ben Brinkman (D),University of Minnesota,38,1,6,7,0.18,16,11
862,Monte Graham (F),Miami University (Ohio),38,1,6,7,0.18,18,0
863,Caleb Schroer (F),Northern Michigan University,27,0,7,7,0.26,8,1
864,Zac Herrmann (D),Niagara University,31,0,7,7,0.23,2,-13
865,Michael Crocock (D),Sacred Heart University,37,0,7,7,0.19,12,3
866,Andrew Farny (D),Colorado College,41,0,7,7,0.17,15,-8
867,Zach Berzolla (D),Colorado College,41,0,7,7,0.17,28,0
868,Vincent De Mey (F),Northern Michigan University,29,5,1,6,0.21,4,-5
869,Troy Van Tetering (LW),University of Alaska-Fairbanks,33,5,1,6,0.18,6,-4
870,Brody Stevens (C),Michigan State University,33,5,1,6,0.18,22,-3
871,Andrew McIntyre (RW),St. Lawrence University,25,4,2,6,0.24,12,-4
872,Brendan Walkom (C/LW),Bentley University,28,4,2,6,0.21,10,3
873,Anthony Walsh (D/F),Yale University,28,4,2,6,0.21,33,-10
874,Riley Alferd (F),University of Nebraska-Omaha,34,4,2,6,0.18,22,-6
875,Bryan Lemos (RW/C),Providence College,17,3,3,6,0.35,0,3
876,Dominic Lutz (W),Ferris State University,25,3,3,6,0.24,2,-6
877,Chayse Primeau (W/C),University of Nebraska-Omaha,25,3,3,6,0.24,6,-10
878,Willie Brooks (D),Colgate University,27,3,3,6,0.22,6,-4
879,Adam Smith (D),Bowling Green State University,28,3,3,6,0.21,12,0
880,Nick Bowman (F),RPI (Rensselaer Polytech. Inst.),28,3,3,6,0.21,12,-6
881,Dixon Bowen (C/RW),University of North Dakota,32,3,3,6,0.19,60,0
882,Jacob Panetta (D),Colgate University,33,3,3,6,0.18,8,-15
883,Alex Bates (D),Sacred Heart University,33,3,3,6,0.18,10,8
884,Matthew Steeves (F),University of Notre Dame,34,3,3,6,0.18,10,0
885,Adam Goodsir (F),Michigan State University,34,3,3,6,0.18,20,-4
886,Tommy Apap (C/LW),Michigan State University,36,3,3,6,0.17,42,0
887,Adam Wilcox (RW),University of Alabama-Huntsville,37,3,3,6,0.16,6,-7
888,Billy Exell (RW),University of Minnesota-Duluth,42,3,3,6,0.14,14,5
889,Jake Harris (LW),Brown University,14,2,4,6,0.43,4,-3
890,Chris Van Os-Shaw (LW),Minnesota State University (Mankato),18,2,4,6,0.33,23,3
891,Nick Bruce (F),RIT (Rochester Inst. of Tech.),19,2,4,6,0.32,2,1
892,Hunter Racine (C/RW),Colgate University,22,2,4,6,0.27,4,-8
893,Elijiah Barriga (C),American International College,26,2,4,6,0.23,31,3
894,Connor Murphy (C),Cornell University,27,2,4,6,0.22,0,1
895,Brendan Smith (D),Cornell University,27,2,4,6,0.22,10,14
896,Liam Grande (RW),Princeton University,28,2,4,6,0.21,6,-9
897,Jackson Keane (C),University of North Dakota,28,2,4,6,0.21,8,7
898,Tanner Schachle (LW),University of Alaska-Anchorage,28,2,4,6,0.21,56,-8
899,Steve Hladin (LW),Sacred Heart University,33,2,4,6,0.18,6,-10
900,Anea Ferrario (D),Brown University,33,2,4,6,0.18,16,-1
901,Brendan Taylor (F),Union College,34,2,4,6,0.18,4,0
902,Zac Tierney (D),Ferris State University,34,2,4,6,0.18,14,-5
903,Casey Jerry (F),Canisius College,37,2,4,6,0.16,20,-7
904,Garrett Klee (F),Northern Michigan University,38,2,4,6,0.16,15,0
905,Michael Underwood (D),Clarkson University,38,2,4,6,0.16,18,5
906,Dan Billett (D),Bemidji State University,38,2,4,6,0.16,20,-2
907,Cody Haiskanen (D),Cornell University,20,1,5,6,0.30,8,4
908,Erich Jaeger (F),Air Force Academy,26,1,5,6,0.23,24,0
909,Eric Gotz (D),Michigan Tech,27,1,5,6,0.22,10,-6
910,Connor Moore (D),Boston College,29,1,5,6,0.21,12,-1
911,Benton Maass (D),University of New Hampshire,30,1,5,6,0.20,6,-9
912,Christian O'Neill (C),Princeton University,31,1,5,6,0.19,22,-9
913,Regan Seiferling (D),RIT (Rochester Inst. of Tech.),33,1,5,6,0.18,12,6
914,Antti Virtanen (D),University of Alaska-Fairbanks,34,1,5,6,0.18,42,-15
915,Max Willman (LW),Boston University,36,1,5,6,0.17,24,-10
916,James LaDouce (D),University of Alaska-Fairbanks,36,1,5,6,0.17,24,-9
917,Wyatt Aamodt (D),Minnesota State University (Mankato),36,1,5,6,0.17,29,-1
918,Patrick Giles (C/RW),Boston College,37,1,5,6,0.16,14,-2
919,Ryan Tait (RW/C),Providence College,41,1,5,6,0.15,8,2
920,Griffin Mendel (D),University of Denver,41,1,5,6,0.15,30,16
921,Luke Martin (D),University of Michigan,28,0,6,6,0.21,18,1
922,Trey deGraaf (F),University of Alaska-Anchorage,30,0,6,6,0.20,6,-12
923,Kale Bennett (D),Western Michigan University,34,0,6,6,0.18,8,0
924,Keith Muehlbauer (D),University of Maine,36,0,6,6,0.17,12,-1
925,James Vermeulen (D),Northern Michigan University,36,0,6,6,0.17,22,-1
926,Brendan Bushy (D),St. Cloud State University,38,0,6,6,0.16,6,4
927,John Teets (D),University of Alabama-Huntsville,38,0,6,6,0.16,16,-22
928,Matt Anderson (D),University of Minnesota-Duluth,42,0,6,6,0.14,14,3
929,Jasen Fernsler (C),Ferris State University,19,4,1,5,0.26,6,-4
930,Dan Winslow (F),Quinnipiac University,20,4,1,5,0.25,4,5
931,Adam Winborg (C),University of Michigan,27,4,1,5,0.19,8,-4
932,Cam Burke (C),University of Notre Dame,32,4,1,5,0.16,23,-3
933,Jake Marrello (F),RPI (Rensselaer Polytech. Inst.),34,4,1,5,0.15,20,-7
934,Michael Wilson (F),Army (U.S. Military Academy),16,3,2,5,0.31,21,-7
935,Jonathan Lazarus (RW),Mercyhurst University,17,3,2,5,0.29,5,-2
936,Jordan Peacock (F),RIT (Rochester Inst. of Tech.),18,3,2,5,0.28,4,5
937,Ryan Blankemeier (C),Dartmouth College,21,3,2,5,0.24,2,-1
938,Kevin Charyszyn (F),Clarkson University,23,3,2,5,0.22,6,3
939,Andrew Petrucci (C),RIT (Rochester Inst. of Tech.),28,3,2,5,0.18,6,-4
940,Jacob Hetz (LW),Ferris State University,28,3,2,5,0.18,16,-6
941,Matt Lombardozzi (D),Bentley University,29,3,2,5,0.17,20,6
942,Luke Keenan (C),Princeton University,30,3,2,5,0.17,2,-2
943,Charlie Barrow (D),College of the Holy Cross,30,3,2,5,0.17,4,-16
944,Ryan Norman (LW),University of Minnesota,31,3,2,5,0.16,6,-8
945,Luke Shiplo (D),Quinnipiac University,31,3,2,5,0.16,37,9
946,Ryan Kruper (F),RIT (Rochester Inst. of Tech.),32,3,2,5,0.16,24,-1
947,Austin Pooley (C),Ohio State University,33,3,2,5,0.15,4,-1
948,Josh Kosack (RW),Union College,33,3,2,5,0.15,14,-6
949,Dante Palecco (LW),Yale University,33,3,2,5,0.15,18,-1
950,Jasper Weatherby (C/LW),University of North Dakota,36,3,2,5,0.14,22,-5
951,Bradley Johnson (D),Bemidji State University,38,3,2,5,0.13,12,-7
952,Travis Kothenbeutel (F),University of Nebraska-Omaha,22,2,3,5,0.23,2,-4
953,Trey Dodd (F),Brown University,24,2,3,5,0.21,2,1
954,Ryan Cox (F),Niagara University,25,2,3,5,0.20,4,1
955,Jay O'Brien (C),Providence College,25,2,3,5,0.20,10,1
956,Ethan Johnson (F),Mercyhurst University,26,2,3,5,0.19,8,-6
957,Jonah Renouf (LW),University of Alaska-Anchorage,27,2,3,5,0.19,18,-10
958,Melvin Karlsson (RW/LW),Lake Superior State University,28,2,3,5,0.18,2,-5
959,Jarrett Lee (F),Northern Michigan University,28,2,3,5,0.18,16,-1
960,Peter Kessel (F),College of the Holy Cross,29,2,3,5,0.17,6,-1
961,Cam Strong (LW),Dartmouth College,30,2,3,5,0.17,6,-6
962,Jacob Dalton (D),Bowling Green State University,31,2,3,5,0.16,6,8
963,Justin Young (C),University of Alaska-Fairbanks,33,2,3,5,0.15,14,-3
964,Marshal Plunkett (D),Army (U.S. Military Academy),33,2,3,5,0.15,18,-11
965,Pierce Crawford (F),University of Notre Dame,34,2,3,5,0.15,2,-3
966,Eric Esposito (LW),University of New Hampshire,36,2,3,5,0.14,14,-5
967,Dan Bailey (D),Air Force Academy,36,2,3,5,0.14,28,-7
968,Lucas Jaycox (D),St. Cloud State University,39,2,3,5,0.13,4,8
969,Tyler Hayes (D),Niagara University,14,1,4,5,0.36,2,5
970,Justin Michaelian (F),Ferris State University,17,1,4,5,0.29,6,3
971,Jakub Sirota (D),University of Maine,18,1,4,5,0.28,4,0
972,Kip Hoffmann (F),Robert Morris University,20,1,4,5,0.25,2,-7
973,Nick Marin (F),UMass-Lowell,20,1,4,5,0.25,4,8
974,Miguel Fidler (LW),Ohio State University,22,1,4,5,0.23,4,0
975,Carter Long (D),University of Vermont,24,1,4,5,0.21,8,-7
976,Cole Krygier (D),Michigan State University,26,1,4,5,0.19,16,-5
977,Eric MacAdams (RW),University of New Hampshire,26,1,4,5,0.19,22,-5
978,Jake Wahlin (LW),St. Cloud State University,27,1,4,5,0.19,8,-6
979,Matthew Kellenberger (D),Princeton University,27,1,4,5,0.19,10,-15
980,Shane Kuzmeski (D),Clarkson University,27,1,4,5,0.19,21,7
981,Drake Glover (C),University of Alaska-Anchorage,29,1,4,5,0.17,12,-2
982,Kevin Dineen (F),Army (U.S. Military Academy),29,1,4,5,0.17,12,-3
983,Andy Carroll (D),Minnesota State University (Mankato),29,1,4,5,0.17,25,13
984,Jack DeBoer (C),Boston University,30,1,4,5,0.17,4,-1
985,Joe Leahy (D),Cornell University,30,1,4,5,0.17,18,3
986,Billy Sweezey (D),Yale University,32,1,4,5,0.16,26,2
987,Dominic Dockery (D),Merrimack College,33,1,4,5,0.15,18,-27
988,Benjamin Sharf (C),Colgate University,34,1,4,5,0.15,10,-14
989,Matt Slick (D),College of the Holy Cross,34,1,4,5,0.15,12,3
990,Ryan Cook (D),Merrimack College,34,1,4,5,0.15,53,-14
991,David Baskerville (C),Canisius College,35,1,4,5,0.14,4,-3
992,Nate Knoepke (D),University of Nebraska-Omaha,35,1,4,5,0.14,20,-11
993,T.J. Samec (D),RPI (Rensselaer Polytech. Inst.),35,1,4,5,0.14,29,-2
994,Brendan Riley (C),Mercyhurst University,35,1,4,5,0.14,31,-11
995,Jack Zielinski (D),Niagara University,37,1,4,5,0.14,12,7
996,John Zimmerman (D),Army (U.S. Military Academy),17,0,5,5,0.29,30,-2
997,Harrison Markell (D),Dartmouth College,31,0,5,5,0.16,10,-10
998,John Schuldt (D),University of Nebraska-Omaha,31,0,5,5,0.16,12,-7
999,Thomas Grant (D),RPI (Rensselaer Polytech. Inst.),36,0,5,5,0.14,20,-14
1000,Rourke Russell (D),Miami University (Ohio),37,0,5,5,0.14,24,-8
1001,Davis Bunz (D),Providence College,42,0,5,5,0.12,12,5
1002,Wojciech Stachowiak (LW/RW),Michigan State University,27,4,0,4,0.15,4,-10
1003,Tyler Vold (D),Bemidji State University,30,4,0,4,0.13,2,-4
1004,Frank Boie (D),College of the Holy Cross,6,3,1,4,0.67,2,3
1005,Marshall Moise (F),Ferris State University,9,3,1,4,0.44,9,1
1006,Koby Bender (RW/C),University of Minnesota-Duluth,16,3,1,4,0.25,0,2
1007,Mitchel Slattery (RW),Northern Michigan University,33,3,1,4,0.12,18,-5
1008,Eric Sinclair (D),University of Alaska-Anchorage,33,3,1,4,0.12,37,-14
1009,Jack Ramsey (D/RW),University of Minnesota,38,3,1,4,0.11,6,-3
1010,Justin Fregona (RW),University of New Hampshire,11,2,2,4,0.36,8,4
1011,Andrew Bellant (F),Michigan Tech,13,2,2,4,0.31,27,-3
1012,Adam Pilewicz (D),Penn State University,14,2,2,4,0.29,0,5
1013,Lucas Breault (C),Union College,19,2,2,4,0.21,14,-6
1014,Michael Joyaux (D),Western Michigan University,20,2,2,4,0.20,4,-6
1015,Alec Mehr (C),Brown University,22,2,2,4,0.18,8,-3
1016,Zachary de Concilys (RW),Sacred Heart University,23,2,2,4,0.17,8,-1
1017,Donovan Ott (RW),RPI (Rensselaer Polytech. Inst.),24,2,2,4,0.17,6,-6
1018,Michael Ryan (D),Union College,29,2,2,4,0.14,10,2
1019,Steven Spinner (RW),University of Nebraska-Omaha,29,2,2,4,0.14,18,-16
1020,Marshall Bowery (F),Air Force Academy,30,2,2,4,0.13,8,-3
1021,Meirs Moore (D),RPI (Rensselaer Polytech. Inst.),30,2,2,4,0.13,12,-11
1022,Zach Metsa (D),Quinnipiac University,32,2,2,4,0.13,4,2
1023,Bryce Misley (C),University of Vermont,32,2,2,4,0.13,12,-7
1024,Matt Cairns (D),Cornell University,32,2,2,4,0.13,20,-2
1025,Trevor Recktenwald (F),Ferris State University,32,2,2,4,0.13,26,-11
1026,Nick Jenny (D),Robert Morris University,33,2,2,4,0.12,21,-18
1027,Brendan Demler (D),Dartmouth College,34,2,2,4,0.12,21,1
1028,Kyle Horsman (LW/D),Robert Morris University,35,2,2,4,0.11,8,3
1029,Jack Quinlivan (F),University of Maine,36,2,2,4,0.11,6,-7
1030,Brady Ferner (D),RPI (Rensselaer Polytech. Inst.),36,2,2,4,0.11,10,-7
1031,Tommy Miller (D),Michigan State University,36,2,2,4,0.11,18,-14
1032,Benjamin Israel (D),Colorado College,38,2,2,4,0.11,18,-3
1033,Michael Coyne (F),Robert Morris University,39,2,2,4,0.10,34,-12
1034,Ryker Killins (D),Ferris State University,19,1,3,4,0.21,10,-4
1035,Colin Bernard (D),Sacred Heart University,19,1,3,4,0.21,12,1
1036,Alex Green (D),Cornell University,20,1,3,4,0.20,8,-6
1037,Jordan Xavier (C/RW),University of Alaska-Anchorage,21,1,3,4,0.19,0,-11
1038,Matt Koopman (C/LW),Providence College,22,1,3,4,0.18,2,-1
1039,Grant Gabriele (D),Ohio State University,24,1,3,4,0.17,0,3
1040,Nicolas Mucci (F),Niagara University,24,1,3,4,0.17,12,-1
1041,Sam McCormick (RW),Ohio State University,25,1,3,4,0.16,2,5
1042,Joe Sofo (F),University of Alaska-Anchorage,26,1,3,4,0.15,10,-15
1043,Jeff Baum (D),American International College,26,1,3,4,0.15,14,-12
1044,David Parrottino (F),Canisius College,26,1,3,4,0.15,19,-9
1045,Carson Dimoff (LW),St. Lawrence University,27,1,3,4,0.15,18,-12
1046,Andrew Dodson (RW),University of Alabama-Huntsville,27,1,3,4,0.15,38,-9
1047,George Mika (F),UMass,28,1,3,4,0.14,6,3
1048,Tyler Heidt (D),Merrimack College,28,1,3,4,0.14,14,-5
1049,Daniel Warpecha (LW),Dartmouth College,29,1,3,4,0.14,4,-8
1050,Zachary Emelifeonwu (LW),Union College,29,1,3,4,0.14,34,-7
1051,Jack Suter (C/RW),UMass,30,1,3,4,0.13,2,4
1052,Jay Mackie (C),College of the Holy Cross,31,1,3,4,0.13,8,-7
1053,Adam Roeder (D),Northern Michigan University,32,1,3,4,0.13,2,-6
1054,Corey Renwick (F),University of Alaska-Anchorage,34,1,3,4,0.12,17,-8
1055,Griffin Luce (D),University of Michigan,35,1,3,4,0.11,39,3
1056,Griffin Lunn (F),Colgate University,36,1,3,4,0.11,22,-10
1057,Ian Mansfield (F),Army (U.S. Military Academy),37,1,3,4,0.11,10,-14
1058,Tanner Ockey (C),Colorado College,38,1,3,4,0.11,39,-3
1059,Spencer Stastney (D),University of Notre Dame,39,1,3,4,0.10,8,1
1060,Taylor Brierley (D),Union College,39,1,3,4,0.10,16,4
1061,Jackson Barliant (C),Sacred Heart University,13,0,4,4,0.31,6,1
1062,Ben Taylor (RW),Brown University,17,0,4,4,0.24,2,2
1063,Will Schlagenhauf (F),Bentley University,20,0,4,4,0.20,2,-3
1064,John Laurito (F),Army (U.S. Military Academy),20,0,4,4,0.20,25,-7
1065,Ethan Roswell (D),Bentley University,22,0,4,4,0.18,4,12
1066,Jakob Stridsberg (D),Arizona State University,26,0,4,4,0.15,14,7
1067,Colin Doyle (C),University of Alaska-Fairbanks,26,0,4,4,0.15,54,-6
1068,Corson Green (D),University of Connecticut,27,0,4,4,0.15,16,-1
1069,Zach Yoder (D),Ferris State University,27,0,4,4,0.15,26,-10
1070,Jonny Tychonick (D),University of North Dakota,28,0,4,4,0.14,14,-1
1071,Sam Rossini (D),University of Minnesota,28,0,4,4,0.14,36,-3
1072,Jordan Wishman (D),Niagara University,31,0,4,4,0.13,12,1
1073,Will Brophy (D),College of the Holy Cross,31,0,4,4,0.13,22,1
1074,Julian Kislin (D),Northeastern University,32,0,4,4,0.13,16,5
1075,Charlie Marchand (D),Bentley University,33,0,4,4,0.12,8,3
1076,Avni Berisha (D),UMass-Lowell,34,0,4,4,0.12,8,5
1077,Max Luukko (D),Sacred Heart University,34,0,4,4,0.12,10,-2
1078,Philip Nyberg (D),University of Connecticut,34,0,4,4,0.12,20,0
1079,Adam Karashik (D),University of Connecticut,34,0,4,4,0.12,22,0
1080,John McDermott (LW),Providence College,37,0,4,4,0.11,6,1
1081,Wyllum Deveaux (F),Harvard University,26,3,0,3,0.12,26,-4
1082,Rhett Kingston (LW),Western Michigan University,13,2,1,3,0.23,6,3
1083,Logan Milliken (D),College of the Holy Cross,17,2,1,3,0.18,2,-4
1084,Laine McKay (C/RW),Merrimack College,17,2,1,3,0.18,4,-12
1085,Carter Johnson (C),Miami University (Ohio),19,2,1,3,0.16,8,2
1086,Zach Lavalle (C),Miami University (Ohio),22,2,1,3,0.14,2,-2
1087,Austin Kamer (RW),Michigan State University,22,2,1,3,0.14,4,-4
1088,R.J. Murphy (C),Harvard University,23,2,1,3,0.13,6,1
1089,Andrew Peski (D),University of North Dakota,27,2,1,3,0.11,2,2
1090,Connor Wood (RW),University of Alabama-Huntsville,27,2,1,3,0.11,29,-2
1091,Casey Johnson (D),University of North Dakota,31,2,1,3,0.10,15,0
