ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1098,Kyle Johnson (F),Yale University,30,2,1,3,0.10,19,-4
1099,Dylan Wendt (RW/C),Western Michigan University,34,2,1,3,0.09,4,-1
1100,Cory Thomas (D),Canisius College,34,2,1,3,0.09,39,3
1101,Seth Fyten (F),Bowling Green State University,35,2,1,3,0.09,43,-13
1102,Sam Renlund (F),University of St. Thomas,7,1,2,3,0.43,10,-7
1103,Mark Hillier (F),Merrimack College,13,1,2,3,0.23,2,0
1104,Lucas McGregor (F),University of St. Thomas,13,1,2,3,0.23,4,-2
1105,Ryan Nolan (F),Merrimack College,15,1,2,3,0.20,6,-1
1106,Jake Veilleux (D/F),University of Connecticut,16,1,2,3,0.19,0,1
1107,Dane Montgomery (D/RW),University of North Dakota,16,1,2,3,0.19,2,1
1108,Isaac MacLeod (RW),St. Lawrence University,16,1,2,3,0.19,8,-7
1109,Quinton Ong (RW),Yale University,17,1,2,3,0.18,4,-10
1110,Tristan Amonte (F),Boston University,17,1,2,3,0.18,10,1
1111,Matt Baker (C),UMass,19,1,2,3,0.16,6,-2
1112,James Crossman (D),Brown University,19,1,2,3,0.16,14,-9
1113,Sasha Teleguine (F),University of Connecticut,20,1,2,3,0.15,4,4
1114,Michael Ufberg (D),Princeton University,20,1,2,3,0.15,4,-9
1115,Dallas Comeau (W/C),University of Vermont,21,1,2,3,0.14,2,-5
1116,Drake Usher (D),Air Force Academy,21,1,2,3,0.14,6,3
1117,Stanislav Demin (D),UMass,22,1,2,3,0.14,4,-6
1118,Mitchell Mattson (C),Michigan State University,23,1,2,3,0.13,16,-7
1119,Cole Hanson (F),Colgate University,24,1,2,3,0.13,6,-3
1120,Alton McDermott (RW),Canisius College,25,1,2,3,0.12,4,1
1121,Jordan Schulting (D),UMass-Lowell,25,1,2,3,0.12,4,4
1122,Austin Jouppi (F),Bemidji State University,25,1,2,3,0.12,8,0
1123,Noah Prokop (C),Colorado College,26,1,2,3,0.12,59,-1
1124,Cam Donaldson (C),UMass,27,1,2,3,0.11,4,0
1125,Tyrone Bronte (RW),Michigan Tech,27,1,2,3,0.11,6,-5
1126,Trevor LeDonne (D),University of St. Thomas,27,1,2,3,0.11,26,-10
1127,Brandon Tabakin (D),Yale University,28,1,2,3,0.11,4,-9
1128,Daniel Laatsch (D),University of Wisconsin,28,1,2,3,0.11,4,-8
1129,Brett Roloson (F),Lake Superior State University,29,1,2,3,0.10,0,-4
1130,Nico DeVita (D),Ferris State University,29,1,2,3,0.10,10,-2
1131,Mike Van Unen (D),Northern Michigan University,32,1,2,3,0.09,49,-8
1132,John Schuldt (D),University of St. Thomas,32,1,2,3,0.09,51,-13
1133,Andrew Kangas (F),University of St. Thomas,33,1,2,3,0.09,10,-14
1134,Anthony Kehrer (D),University of Wisconsin,36,1,2,3,0.08,10,-16
1135,Tyler Jubenvill (D),Bemidji State University,39,1,2,3,0.08,31,4
1136,Santeri Hartikainen (C/RW),American International College,6,0,3,3,0.50,0,-3
1137,Will Cullen (D),Miami University (Ohio),7,0,3,3,0.43,8,-4
1138,Dylan Jackson (RW),Northeastern University,8,0,3,3,0.38,0,1
1139,Bram Scheerer (LW),Union College,8,0,3,3,0.38,25,0
1140,Brett Willits (C),Northern Michigan University,12,0,3,3,0.25,0,-3
1141,Keegan Langefels (D),Canisius College,13,0,3,3,0.23,0,2
1142,Cristophe Tellier (LW/C),Quinnipiac University,13,0,3,3,0.23,21,6
1143,Dylan Witzke (F/D),Dartmouth College,15,0,3,3,0.20,2,-6
1144,Dustin Geregach (D),Mercyhurst University,16,0,3,3,0.19,4,-6
1145,Nick Donato (D),Miami University (Ohio),16,0,3,3,0.19,22,-5
1146,Tim Erkkila (D),Northern Michigan University,19,0,3,3,0.16,4,2
1147,Liam Watson-Brawn (D),Colgate University,20,0,3,3,0.15,10,-2
1148,John Gormley (D),Long Island University,21,0,3,3,0.14,6,-5
1149,Tristan Poissant (F),University of Maine,23,0,3,3,0.13,4,-5
1150,Sam Sternschein (LW),Boston College,24,0,3,3,0.13,21,-7
1151,Lynden Grandberg (F),Brown University,26,0,3,3,0.12,4,-9
1152,Connor Sullivan (D),Yale University,28,0,3,3,0.11,10,-2
1153,Wyatt Schlaht (F),Brown University,28,0,3,3,0.11,16,-21
1154,Ryan Conroy (D),Yale University,29,0,3,3,0.10,14,-10
1155,Nathan Kelly (D),Union College,32,0,3,3,0.09,6,-10
1156,Luca Münzenberger (D),University of Vermont,32,0,3,3,0.09,45,-17
1157,Cameron Spicer (D),University of Maine,33,0,3,3,0.09,8,-12
1158,Chris Lipe (D),Michigan Tech,34,0,3,3,0.09,6,-2
1159,Connor Joyce (C),Boston College,35,0,3,3,0.09,2,-8
1160,Ryan Sidorski (D),Union College,35,0,3,3,0.09,22,-14
1161,Justin Wells (D),Boston College,37,0,3,3,0.08,4,-4
1162,Spencer Berry (D),RIT (Rochester Inst. of Tech.),38,0,3,3,0.08,34,-1
1163,Keanan Stewart (F),Mercyhurst University,7,2,0,2,0.29,2,1
1164,Ty Pochipinski (F),Air Force Academy,7,2,0,2,0.29,6,0
1165,Adam Conquest (RW),Bowling Green State University,10,2,0,2,0.20,4,-5
1166,Josh Waters (F),Dartmouth College,12,2,0,2,0.17,4,-2
1167,Josh Bohlin (F),Army (U.S. Military Academy),16,2,0,2,0.13,2,1
1168,Ethan Harrison (F),Bentley University,19,2,0,2,0.11,2,-1
1169,Jamie Collins (F),Clarkson University,20,2,0,2,0.10,4,-2
1170,Jack DeBoer (C),Niagara University,21,2,0,2,0.10,10,-10
1171,Kyler Kleven (C),University of Minnesota-Duluth,27,2,0,2,0.07,6,-1
1172,Aaron Swanson (F),University of St. Thomas,34,2,0,2,0.06,43,-16
1173,Nolan McElhaney (D),Long Island University,4,1,1,2,0.50,2,1
1174,Will Hillman (F),Minnesota State University (Mankato),5,1,1,2,0.40,0,4
1175,Jake Harrison (D),University of Nebraska-Omaha,7,1,1,2,0.29,0,3
1176,Brad Morrissey (RW),University of Maine,7,1,1,2,0.29,0,-4
1177,Tomas Mazura (C),Providence College,8,1,1,2,0.25,2,0
1178,Martin Sundberg (RW),University of Nebraska-Omaha,9,1,1,2,0.22,2,0
1179,Luke Mylymok (W/C),University of Minnesota-Duluth,10,1,1,2,0.20,4,-2
1180,James McIsaac (C/RW),RPI (Rensselaer Polytech. Inst.),11,1,1,2,0.18,0,0
1181,Brian Silver (D),Miami University (Ohio),11,1,1,2,0.18,6,-1
1182,Jack O'Leary (F),Cornell University,11,1,1,2,0.18,19,3
1183,Aaron Grounds (F),American International College,15,1,1,2,0.13,4,3
1184,C.J. McGee (D),Quinnipiac University,15,1,1,2,0.13,6,3
1185,Niclas Puikkonen (W/C),Canisius College,15,1,1,2,0.13,6,0
1186,Kristaps Jakobsons (D),University of Alaska-Fairbanks,16,1,1,2,0.13,8,3
1187,Tyler Williams (C),Lake Superior State University,19,1,1,2,0.11,0,-4
1188,Ryan Stevens (F),Yale University,19,1,1,2,0.11,2,-1
1189,Cameron Gendron (F),University of New Hampshire,19,1,1,2,0.11,14,-7
1190,Jake Gagnon (RW),RPI (Rensselaer Polytech. Inst.),20,1,1,2,0.10,0,-7
1191,Sullivan Mack (C/LW),Cornell University,20,1,1,2,0.10,4,-3
1192,Reid Irwin (D/C),University of Denver,20,1,1,2,0.10,15,10
1193,Jake Crespi (D),Michigan Tech,21,1,1,2,0.10,2,-1
1194,Matthew Rickard (D),American International College,21,1,1,2,0.10,12,3
1195,Dylan Schuett (C),Long Island University,21,1,1,2,0.10,25,-2
1196,Erik Urbank (RW),Dartmouth College,23,1,1,2,0.09,6,-5
1197,Wyllum Deveaux (F),Harvard University,25,1,1,2,0.08,8,-1
1198,John Fusco (D),Harvard University,26,1,1,2,0.08,8,-1
1199,Joe Berg (F),Princeton University,28,1,1,2,0.07,13,-14
1200,Nic Hamre (LW),University of Vermont,31,1,1,2,0.06,4,-4
1201,Aiden Gallacher (D),Michigan State University,32,1,1,2,0.06,8,-11
1202,Andrew Petrucci (C),RIT (Rochester Inst. of Tech.),35,1,1,2,0.06,8,-8
1203,Ryan St. Louis (LW),Northeastern University,38,1,1,2,0.05,6,-2
1204,Dalton Messina (F),Ohio State University,3,0,2,2,0.67,0,2
1205,Jacob Franczak (C),Long Island University,6,0,2,2,0.33,4,-1
1206,Dylan Davies (D/F),RPI (Rensselaer Polytech. Inst.),8,0,2,2,0.25,6,-3
1207,Wyatt Head (D),Mercyhurst University,8,0,2,2,0.25,6,0
1208,Logan Ommen (F),University of St. Thomas,9,0,2,2,0.22,2,-3
1209,Tim Gould (D),University of Maine,11,0,2,2,0.18,0,-3
1210,Ivan Zivlak (D),Merrimack College,12,0,2,2,0.17,2,4
1211,Brady Ziemer (D),St. Cloud State University,12,0,2,2,0.17,4,2
1212,Jack Dempsey (F),Boston College,12,0,2,2,0.17,4,-1
1213,Trevor Adams (F),Union College,13,0,2,2,0.15,4,0
1214,Tony Stillwell (D),Quinnipiac University,14,0,2,2,0.14,2,4
1215,Willie Knierim (RW),Arizona State University,15,0,2,2,0.13,4,0
1216,Bray Crowder (D),Miami University (Ohio),15,0,2,2,0.13,17,-11
1217,Luke Mountain (F),University of Vermont,16,0,2,2,0.13,8,-2
1218,Riley Murphy (F),University of Alaska-Fairbanks,16,0,2,2,0.13,22,1
1219,Alex Bates (D),Sacred Heart University,19,0,2,2,0.11,0,2
1220,Garrett Dahm (F),Mercyhurst University,22,0,2,2,0.09,8,-6
1221,Trym Løkkeberg (C),Dartmouth College,23,0,2,2,0.09,6,-8
1222,Ethan Martini (D),Long Island University,23,0,2,2,0.09,48,-5
1223,Robby Drazner (D),Miami University (Ohio),25,0,2,2,0.08,8,-1
1224,Jett Jungels (F),Northern Michigan University,25,0,2,2,0.08,17,-1
1225,Scott Corbett (C),Miami University (Ohio),25,0,2,2,0.08,20,-12
1226,Tyler Inamoto (D),University of Wisconsin,26,0,2,2,0.08,26,-14
1227,Jack Summers (D),University of Michigan,26,0,2,2,0.08,37,4
1228,Alex Mella (LW),Northeastern University,28,0,2,2,0.07,0,3
1229,Simon Butala (D),University of Maine,28,0,2,2,0.07,20,-16
1230,Anthony Stark (D),Colgate University,29,0,2,2,0.07,10,-3
1231,Kyle Aucoin (D),Harvard University,30,0,2,2,0.07,10,-1
1232,Cade Webber (D),Boston University,31,0,2,2,0.06,8,7
1233,Mitch Andres (D),Boston College,32,0,2,2,0.06,0,-7
1234,Liam Dennison (D),Merrimack College,32,0,2,2,0.06,10,-7
1235,Garrett Daly (D),Bowling Green State University,34,0,2,2,0.06,6,-1
1236,Tyler Spott (D),Northeastern University,37,0,2,2,0.05,12,4
1237,Louie Roehl (D),University of Minnesota-Duluth,38,0,2,2,0.05,44,-5
1238,Jordan Robert (F),Clarkson University,2,1,0,1,0.50,0,0
1239,Matt Allen (F),UMass-Lowell,3,1,0,1,0.33,0,-1
1240,Cam Knuble (F),Western Michigan University,6,1,0,1,0.17,0,2
1241,Tyler Carpenter (F),University of Notre Dame,6,1,0,1,0.17,0,1
1242,Reid Leibold (F),RPI (Rensselaer Polytech. Inst.),6,1,0,1,0.17,6,2
1243,Tanner Edwards (LW/C),Minnesota State University (Mankato),6,1,0,1,0.17,34,1
1244,Garrett Devine (F),Providence College,7,1,0,1,0.14,2,-1
1245,Connor Zilisch (F),Canisius College,8,1,0,1,0.13,2,0
1246,Nick Bochen (D),Quinnipiac University,9,1,0,1,0.11,0,1
1247,Owen Lindmark (C/RW),University of Wisconsin,9,1,0,1,0.11,2,-1
1248,Scooter Brickey (D),Western Michigan University,10,1,0,1,0.10,0,1
1249,Rhett Kingston (LW),Western Michigan University,10,1,0,1,0.10,6,-2
1250,Tom Richter (F),Union College,11,1,0,1,0.09,0,-2
1251,Diarmad DiMurro (D),RIT (Rochester Inst. of Tech.),11,1,0,1,0.09,2,-1
1252,Stefan Owens (F),UMass-Lowell,13,1,0,1,0.08,0,-2
1253,Dovar Tinling (C),University of Vermont,14,1,0,1,0.07,4,-5
1254,Jay Keranen (D),University of Michigan,15,1,0,1,0.07,17,-3
1255,Will Arquiett (F),St. Lawrence University,15,1,0,1,0.07,18,-5
1256,Michael Ryan (D),Union College,16,1,0,1,0.06,0,-3
1257,Marc Pasemko (F),Colorado College,16,1,0,1,0.06,6,-4
1258,Taylor Makar (LW/C),UMass,17,1,0,1,0.06,12,-4
1259,Jesper Tarkiainen (RW),University of Vermont,19,1,0,1,0.05,0,-4
1260,Andrew Kruse (D),Air Force Academy,22,1,0,1,0.05,0,0
1261,Tyler Campbell (C),Dartmouth College,22,1,0,1,0.05,4,-14
1262,Brendan Budy (LW),University of North Dakota,22,1,0,1,0.05,6,-4
1263,Edward Lindelöw (C),University of Maine,23,1,0,1,0.04,17,-3
1264,Michael Outzen (F),Northeastern University,24,1,0,1,0.04,4,0
1265,Gentry Shamburger (F),Boston College,29,1,0,1,0.03,4,-7
1266,Jerry Harding (F),UMass,30,1,0,1,0.03,2,1
1267,Jonny Russell (RW),Brown University,30,1,0,1,0.03,18,-15
1268,Hugo Blixt (D),Colorado College,31,1,0,1,0.03,16,-8
1269,Roberts Blugers (LW/RW),University of Alaska-Fairbanks,2,0,1,1,0.50,0,1
1270,Evan Miller (C),RIT (Rochester Inst. of Tech.),2,0,1,1,0.50,2,-1
1271,Josh Latta (F),UMass-Lowell,3,0,1,1,0.33,0,1
1272,Dante Spagnuolo (C),Mercyhurst University,3,0,1,1,0.33,0,2
1273,Sam Rossini (D),University of Minnesota,3,0,1,1,0.33,0,1
1274,Jason Brancheau (F),Ferris State University,4,0,1,1,0.25,0,-2
1275,Lane Krenzen (D),University of Denver,4,0,1,1,0.25,4,3
1276,Tanner Hopps (F/D),Long Island University,5,0,1,1,0.20,0,0
1277,Jeppe Urup Mogensen (D),Sacred Heart University,5,0,1,1,0.20,0,-1
1278,Matt McKim (LW),University of Alaska-Fairbanks,6,0,1,1,0.17,0,0
1279,Donte Lawson (F),Bemidji State University,6,0,1,1,0.17,0,-1
1280,Will Schlagenhauf (F),Bentley University,6,0,1,1,0.17,2,1
1281,Grant Docter (D),Michigan Tech,6,0,1,1,0.17,4,-1
1282,Dalton Hunter (RW/LW),Mercyhurst University,6,0,1,1,0.17,6,0
1283,C.J. Regula (D),Ohio State University,7,0,1,1,0.14,6,0
1284,John DeRoche (D/F),Northeastern University,8,0,1,1,0.13,0,0
1285,Braden Doyle (D),Boston University,8,0,1,1,0.13,0,0
1286,Christian Jimenez (D),Harvard University,8,0,1,1,0.13,0,0
1287,Jason Smallidge (D),University of Nebraska-Omaha,8,0,1,1,0.13,4,1
1288,Brody Medeiros (D),Army (U.S. Military Academy),9,0,1,1,0.11,0,1
1289,Ryan Doolin (F),Sacred Heart University,9,0,1,1,0.11,2,-1
1290,Jarrett Lee (F),University of Minnesota-Duluth,9,0,1,1,0.11,4,1
1291,Hunter Toale (D),Bentley University,9,0,1,1,0.11,8,-1
1292,Robert McCollum (D),Long Island University,9,0,1,1,0.11,16,2
1293,Colin Schmidt (C),University of Minnesota,10,0,1,1,0.10,0,-3
1294,Cade Alami (D),Boston College,10,0,1,1,0.10,2,-2
1295,Joe Winkelmann (C),Bentley University,11,0,1,1,0.09,0,-3
1296,Brenden Olson (D),Minnesota State University (Mankato),12,0,1,1,0.08,6,-1
1297,Noah Jordan (RW),University of Vermont,13,0,1,1,0.08,0,-2
1298,Tyrell Boucher (D),Northern Michigan University,13,0,1,1,0.08,2,0
1299,Colton Trumbla (LW),RIT (Rochester Inst. of Tech.),13,0,1,1,0.08,4,-2
1300,Lucas Jaycox (D),St. Cloud State University,13,0,1,1,0.08,10,-2
1301,P.J. Garrett (D),Colgate University,13,0,1,1,0.08,12,-7
1302,Charlie Raith (D),University of Notre Dame,14,0,1,1,0.07,0,7
1303,John Wojciechowski (C),University of Connecticut,14,0,1,1,0.07,0,1
1304,Phip Waugh (D/C),Mercyhurst University,14,0,1,1,0.07,2,-2
1305,Carter Jones (F),Bemidji State University,15,0,1,1,0.07,0,-3
1306,Taige Harding (D),Providence College,15,0,1,1,0.07,6,1
1307,Dante Fantauzzi (D),Sacred Heart University,15,0,1,1,0.07,12,-3
1308,Logan Ritchie (F),St. Lawrence University,16,0,1,1,0.06,0,-2
1309,Dominic Dockery (D),University of Maine,17,0,1,1,0.06,0,-9
1310,Hayden Rowan (LW),Yale University,17,0,1,1,0.06,0,-7
1311,Tony Malinowski (D),Minnesota State University (Mankato),17,0,1,1,0.06,8,5
1312,John Copeland (F/D),Boston University,18,0,1,1,0.06,2,-1
1313,Justin Kelley (F),University of St. Thomas,18,0,1,1,0.06,2,-11
1314,Marco Bozzo (C),Northeastern University,19,0,1,1,0.05,2,2
1315,Aidan Spellacy (F),St. Cloud State University,19,0,1,1,0.05,4,0
1316,Kaden Bohlsen (C),University of Nebraska-Omaha,19,0,1,1,0.05,6,0
1317,Drake Burgin (D),St. Lawrence University,21,0,1,1,0.05,4,-6
1318,Tim Clifton (C),Sacred Heart University,21,0,1,1,0.05,4,-7
1319,Mike Brown (D),Merrimack College,21,0,1,1,0.05,6,-1
1320,Owen Ozar (F),University of Denver,21,0,1,1,0.05,6,-1
1321,Nick Carabin (D),Princeton University,21,0,1,1,0.05,12,-12
1322,Vincent Weis (D),University of St. Thomas,21,0,1,1,0.05,22,-19
1323,Nick Bowman (F),RPI (Rensselaer Polytech. Inst.),22,0,1,1,0.05,8,-10
1324,Lucas Herrmann (F),University of New Hampshire,24,0,1,1,0.04,8,-7
1325,Jeff Clarke (D),St. Lawrence University,24,0,1,1,0.04,12,-4
1326,Paul Schmid (F),University of St. Thomas,25,0,1,1,0.04,11,-17
1327,Michael Ferrandino (D),University of St. Thomas,26,0,1,1,0.04,0,-17
1328,Kyle Haskins (C),Michigan State University,28,0,1,1,0.04,17,-13
1329,Nate Morgan (F),Dartmouth College,29,0,1,1,0.03,6,-15
1330,Tyler Borsch (D),Dartmouth College,30,0,1,1,0.03,8,-14
1331,Sean Keohan (D),Dartmouth College,30,0,1,1,0.03,22,-6
1332,Tony Andreozzi (D),Brown University,31,0,1,1,0.03,6,-15
1333,Jacob Semik (D),Arizona State University,34,0,1,1,0.03,6,1
1334,Ryan Helliwell (D),University of Notre Dame,36,0,1,1,0.03,24,-2
1335,Jimmy Rayhill (D),Cornell University,0,0,0,0,0.00,0,0
1336,Eric DeDobbelaer (C/RW),UMass,0,0,0,0,0.00,0,0
1337,Mark Mahoney (D),St. Lawrence University,0,0,0,0,0.00,0,0
1338,Matteo Pecchia (LW),Western Michigan University,0,0,0,0,0.00,0,0
1339,Dan McIntyre (C),Cornell University,0,0,0,0,0.00,0,0
1340,Carver Watson (D),Mercyhurst University,0,0,0,0,0.00,0,0
1341,Casey Staum (D),Colorado College,0,0,0,0,0.00,0,0
1342,Michael Graham (F),University of Notre Dame,0,0,0,0,0.00,0,0
1343,Kyle Koopman (D),Providence College,0,0,0,0,0.00,0,0
1344,Justin Smith (D),Ferris State University,0,0,0,0,0.00,0,0
1345,Reed Robinson (F),Niagara University,0,0,0,0,0.00,0,0
1346,Caden Lewandowski (D),Clarkson University,0,0,0,0,0.00,0,0
1347,Christian LeSueur (RW),Dartmouth College,0,0,0,0,0.00,0,0
1348,Hunter Weiss (D),University of Notre Dame,0,0,0,0,0.00,0,0
1349,Matt Cameron (F),Niagara University,0,0,0,0,0.00,0,0
1350,Noah Weber (F),University of Minnesota,0,0,0,0,0.00,0,0
1351,Marcus Pedersen (RW/LW),Michigan Tech,0,0,0,0,0.00,0,0
1352,Matty Holmes (F),Brown University,0,0,0,0,0.00,0,0
1353,Nicholas Wildgoose (RW),St. Lawrence University,0,0,0,0,0.00,0,0
1354,A.J. Villella (D),Bentley University,0,0,0,0,0.00,0,0
1355,Brad Zona (D),Army (U.S. Military Academy),0,0,0,0,0.00,0,0
1356,Brady MacDonald (D),Dartmouth College,0,0,0,0,0.00,0,0
1357,Jack Babbage (D),Quinnipiac University,0,0,0,0,0.00,0,0
1358,Brian Kelly (D),University of Vermont,0,0,0,0,0.00,0,0
1359,Brady Meyer (C),University of Minnesota-Duluth,0,0,0,0,0.00,0,0
1360,Matt Kinash (F),UMass-Lowell,0,0,0,0,0.00,0,0
1361,Gregory Lapointe (F),St. Lawrence University,0,0,0,0,0.00,0,0
1362,Ryan Rosborough (F),St. Cloud State University,0,0,0,0,0.00,0,0
1363,John Murray (D),Harvard University,0,0,0,0,0.00,0,0
1364,Brad Belisle (C),Bemidji State University,0,0,0,0,0.00,0,0
1365,Dorian Dawson (D),Brown University,0,0,0,0,0.00,0,0
1366,Austin O'Rourke (F),UMass-Lowell,0,0,0,0,0.00,0,0
1367,Jarred White (C),Western Michigan University,0,0,0,0,0.00,0,0
1368,Travis Kothenbeutel (F),University of Nebraska-Omaha,0,0,0,0,0.00,0,0
1369,Caleb Rule (F),Miami University (Ohio),0,0,0,0,0.00,0,0
1370,Christopher Berger (LW),Michigan State University,0,0,0,0,0.00,0,0
1371,Alex Truscott (F),Niagara University,0,0,0,0,0.00,0,0
1372,Joey Maziarz (D),Mercyhurst University,0,0,0,0,0.00,0,0
1373,Trevor Poeze (C),Niagara University,0,0,0,0,0.00,0,0
1374,Nick Grimaldi (F),Ferris State University,0,0,0,0,0.00,0,0
1375,Aaron White (F),Long Island University,0,0,0,0,0.00,0,0
1376,Trevor Bishop (F),Western Michigan University,0,0,0,0,0.00,0,0
1377,Erkka Vänskä (F),College of the Holy Cross,0,0,0,0,0.00,0,0
1378,Gavin Puskar (F),University of Connecticut,0,0,0,0,0.00,0,0
1379,Mike Vorlicky (D),University of Wisconsin,0,0,0,0,0.00,0,0
1380,Alexander Nordstrom (F),Michigan Tech,0,0,0,0,0.00,0,0
1381,Ryan Pineault (D),College of the Holy Cross,0,0,0,0,0.00,0,0
1382,Levi Stauber (F),Michigan Tech,0,0,0,0,0.00,0,0
1383,Jack Johnston (F),St. Cloud State University,0,0,0,0,0.00,0,0
1384,Cade Kowalski (C/RW),Ferris State University,0,0,0,0,0.00,0,0
1385,Jed Pietila (D),Michigan Tech,0,0,0,0,0.00,0,0
1386,Xan Gurney (D),Western Michigan University,0,0,0,0,0.00,0,0
1387,Cal Dybicz (D),Michigan State University,0,0,0,0,0.00,0,0
1388,Colby Bukes (D),Merrimack College,0,0,0,0,0.00,0,0
1389,Jordan Venegoni (F),Lake Superior State University,0,0,0,0,0.00,0,0
1390,Theodor Pistek (RW/LW),UMass-Lowell,1,0,0,0,0.00,0,0
1391,Alec Semandel (D),University of New Hampshire,1,0,0,0,0.00,0,0
1392,Jack Hoey (C),Colgate University,1,0,0,0,0.00,0,-1
1393,Tanner Hickey (D),Arizona State University,1,0,0,0,0.00,0,1
1394,Cameron Babiak (D),Bowling Green State University,1,0,0,0,0.00,0,0
1395,Michal Stínil (LW/RW),American International College,1,0,0,0,0.00,0,0
1396,Joe Hankinson (F),University of New Hampshire,1,0,0,0,0.00,0,0
1397,Reilly Funk (C),Northern Michigan University,1,0,0,0,0.00,0,-1
1398,Jackson Sterrett (F),UMass-Lowell,1,0,0,0,0.00,0,0
1399,Jared Kucharek (D),Western Michigan University,1,0,0,0,0.00,0,0
1400,Aidan Metcalfe (D),University of Connecticut,1,0,0,0,0.00,0,0
1401,Alexander Tertyshny (D),American International College,1,0,0,0,0.00,0,0
1402,Zachary Purcell (F),American International College,1,0,0,0,0.00,0,0
1403,Luke Khozozian (F),Harvard University,1,0,0,0,0.00,0,0
1404,Jack Page (D),Boston University,1,0,0,0,0.00,0,0
1405,Andrew Gilbert (D),Army (U.S. Military Academy),1,0,0,0,0.00,0,0
1406,Jake Gingell (D),University of Michigan,2,0,0,0,0.00,0,0
1407,Dan Petrick (D),Sacred Heart University,2,0,0,0,0.00,0,-1
1408,Brenden Datema (D),Michigan Tech,2,0,0,0,0.00,0,1
1409,Zane Kindrachuk (F),Niagara University,2,0,0,0,0.00,0,-1
1410,Chase Danol (F),Bowling Green State University,2,0,0,0,0.00,0,-1
1411,Jason Kleinhans (F),Air Force Academy,2,0,0,0,0.00,0,-2
1412,Kevin Sadovski (D),Merrimack College,2,0,0,0,0.00,0,-1
1413,Matt Denman (D),University of Minnesota,2,0,0,0,0.00,0,0
1414,Billy Duma (F),Air Force Academy,2,0,0,0,0.00,0,0
1415,Perry Winfree (D),University of Maine,2,0,0,0,0.00,0,-1
1416,Liam McLinskey (RW/LW),Quinnipiac University,2,0,0,0,0.00,0,0
1417,Altti Nykänen (F),RPI (Rensselaer Polytech. Inst.),2,0,0,0,0.00,0,1
1418,Colby Enns (D),Northern Michigan University,2,0,0,0,0.00,0,0
1419,Sami Pharaon (D),Princeton University,2,0,0,0,0.00,2,-1
1420,Jackson Ross (D),Colorado College,2,0,0,0,0.00,2,1
1421,Luke Perunovich (D),Providence College,2,0,0,0,0.00,2,1
1422,Charlie Campbell (F),Clarkson University,3,0,0,0,0.00,0,0
1423,Thomas Jarman (D),Boston University,3,0,0,0,0.00,0,-2
1424,Jack Jeffers (F),Lake Superior State University,3,0,0,0,0.00,0,-3
1425,Jack Powell (D),Bemidji State University,3,0,0,0,0.00,0,-1
1426,Luke Johnson (D),Providence College,3,0,0,0,0.00,0,0
1427,Jace Foskey (D),Harvard University,3,0,0,0,0.00,0,0
1428,Sean Driscoll (D),Boston University,3,0,0,0,0.00,0,-1
1429,Sebastian Miedema (D),Lake Superior State University,3,0,0,0,0.00,0,1
1430,Trevor St. Jean (F),Bowling Green State University,3,0,0,0,0.00,2,-1
1431,Alex Cohen (C),Union College,3,0,0,0,0.00,2,0
1432,Evan McIntyre (D),Ohio State University,3,0,0,0,0.00,2,-1
1433,Antonio Di Paolo (D),University of Alaska-Fairbanks,3,0,0,0,0.00,4,-1
1434,Andrei Buyalsky (C),University of Vermont,3,0,0,0,0.00,4,-1
1435,Cooper Fensterstock (C/RW),Colorado College,4,0,0,0,0.00,0,-2
1436,Zach Bramwell (F),Cornell University,4,0,0,0,0.00,0,0
1437,Kabore Dunn (D),University of Maine,4,0,0,0,0.00,0,0
1438,Jared Westcott (C/LW),Lake Superior State University,4,0,0,0,0.00,0,-3
1439,Blais Richartz (F),Michigan Tech,4,0,0,0,0.00,0,-3
1440,Nick Parody (D),Canisius College,4,0,0,0,0.00,0,0
1441,Spencer Evans (D),Brown University,4,0,0,0,0.00,0,0
1442,Michael Holland (F),Miami University (Ohio),4,0,0,0,0.00,0,-3
1443,Alexandre Roy (D),Niagara University,4,0,0,0,0.00,2,-3
1444,Chad Sasaki (D),Colorado College,4,0,0,0,0.00,2,-2
1445,Calvon Boots (D),RIT (Rochester Inst. of Tech.),4,0,0,0,0.00,2,-1
1446,Eric Ciccolini (RW),University of Michigan,4,0,0,0,0.00,8,0
1447,Nátán Vertes (LW/C),University of Alaska-Fairbanks,4,0,0,0,0.00,15,-1
1448,Cody Hoban (F),Sacred Heart University,5,0,0,0,0.00,0,-2
1449,Dalton Weigel (D),Air Force Academy,5,0,0,0,0.00,2,-2
1450,Ryan Drkulec (F),Harvard University,5,0,0,0,0.00,2,0
1451,Will Francis (D),University of Minnesota-Duluth,5,0,0,0,0.00,2,-2
1452,Austin McCarthy (F),Ferris State University,5,0,0,0,0.00,4,-2
1453,Markus Boguslavsky (RW),Boston University,5,0,0,0,0.00,15,0
1454,Tanner Schachle (LW),Long Island University,5,0,0,0,0.00,19,-2
1455,Michael Suda (D),Cornell University,6,0,0,0,0.00,0,-1
1456,Brady Bjork (LW/RW),University of Notre Dame,6,0,0,0,0.00,0,0
1457,Shay Donovan (D),University of Wisconsin,6,0,0,0,0.00,0,-2
1458,James Davenport (D),Northeastern University,6,0,0,0,0.00,2,0
1459,Alex Murray (D),Miami University (Ohio),6,0,0,0,0.00,4,-1
